Rank,grid_id,Actual_Crime_Count,Target_Period
1401,914,0,202302
1402,1937,0,202302
1403,1960,0,202302
1404,927,0,202302
1405,2702,0,202302
1406,1491,0,202302
1407,2447,0,202302
1408,1140,0,202302
1409,1087,0,202302
1410,2159,0,202302
1411,1315,0,202302
1412,651,0,202302
1413,2067,0,202302
1414,2270,0,202302
1415,2669,0,202302
1416,1540,0,202302
1417,2494,0,202302
1418,2604,0,202302
1419,182,0,202302
1420,2541,0,202302
1421,159,0,202302
1422,2630,0,202302
1423,1580,0,202302
1424,2807,0,202302
1425,2086,0,202302
1426,1364,0,202302
1427,413,0,202302
1428,208,0,202302
1429,509,0,202302
1430,2391,0,202302
1431,1954,0,202302
1432,870,0,202302
1433,1710,0,202302
1434,1635,0,202302
1435,190,0,202302
1436,386,0,202302
1437,809,0,202302
1438,160,0,202302
1439,574,0,202302
1440,1639,0,202302
1441,1581,0,202302
1442,255,0,202302
1443,1296,0,202302
1444,2555,0,202302
1445,379,0,202302
1446,749,0,202302
1447,402,0,202302
1448,2134,0,202302
1449,605,0,202302
1450,2642,0,202302
1451,588,0,202302
1452,504,0,202302
1453,2714,0,202302
1454,2497,0,202302
1455,2247,0,202302
1456,1133,0,202302
1457,199,0,202302
1458,1854,0,202302
1459,1477,0,202302
1460,1395,0,202302
1461,1071,0,202302
1462,1662,0,202302
1463,973,0,202302
1464,469,0,202302
1465,51,0,202302
1466,1236,0,202302
1467,2150,0,202302
1468,1532,0,202302
1469,700,0,202302
1470,1263,0,202302
1471,441,0,202302
1472,76,0,202302
1473,60,0,202302
1474,381,0,202302
1475,2488,0,202302
1476,2469,0,202302
1477,123,0,202302
1478,328,0,202302
1479,2345,0,202302
1480,1005,0,202302
1481,1980,0,202302
1482,783,0,202302
1483,2395,0,202302
1484,1178,0,202302
1485,586,0,202302
1486,2262,0,202302
1487,862,0,202302
1488,1209,0,202302
1489,2712,0,202302
1490,2169,0,202302
1491,1061,0,202302
1492,2190,0,202302
1493,2813,0,202302
1494,706,0,202302
1495,1932,0,202302
1496,1582,0,202302
1497,1705,0,202302
1498,1936,0,202302
1499,2720,0,202302
1500,2715,0,202302
1501,2026,0,202302
1502,1015,0,202302
1503,114,0,202302
1504,324,0,202302
1505,2737,0,202302
1506,743,0,202302
1507,35,0,202302
1508,1894,0,202302
1509,1286,0,202302
1510,1238,0,202302
