Rank,grid_id,Predicted_Crime_Count,Actual_Crime_Count,Target_Period,Is_Highlighted
62,1114,0.7562375,2,202302,False
63,2346,0.7370714,0,202302,False
64,1768,0.7353519,2,202302,False
65,113,0.72923756,0,202302,False
66,1743,0.725683,2,202302,False
67,148,0.7248262,1,202302,False
68,699,0.71888435,1,202302,False
69,1340,0.6954093,2,202302,False
70,1453,0.6706679,0,202302,False
71,1156,0.66664386,0,202302,False
72,1798,0.661847,1,202302,False
73,1904,0.6605598,1,202302,False
74,2477,0.6544905,0,202302,False
75,599,0.63488984,0,202302,False
76,2130,0.63196516,3,202302,False
77,983,0.62775314,1,202302,False
78,85,0.61965716,1,202302,False
79,1744,0.618589,0,202302,False
80,641,0.61382973,1,202302,False
81,2639,0.61258495,3,202302,False
82,2010,0.6028664,0,202302,False
83,1983,0.6007228,0,202302,False
84,1787,0.6001694,0,202302,False
85,582,0.5883645,0,202302,False
86,1931,0.58355844,0,202302,False
87,2307,0.580683,0,202302,False
88,339,0.5802529,0,202302,False
89,2114,0.5784546,2,202302,False
90,976,0.57598424,0,202302,False
91,2199,0.5667875,1,202302,False
92,2717,0.5637263,0,202302,False
93,1297,0.56308573,0,202302,False
94,65,0.56268716,0,202302,False
95,2743,0.560683,2,202302,False
96,2301,0.5542791,0,202302,False
97,1163,0.55359876,0,202302,False
98,1909,0.5518749,0,202302,False
99,1334,0.5488843,0,202302,False
100,2662,0.5484034,1,202302,False
101,524,0.54433644,4,202302,False
102,1511,0.5427165,0,202302,False
103,227,0.5400142,0,202302,False
104,617,0.53623533,0,202302,False
105,375,0.5340049,2,202302,False
106,1393,0.5304006,0,202302,False
107,1573,0.52403414,2,202302,False
108,1897,0.52156943,0,202302,False
109,1262,0.5187608,0,202302,False
110,2622,0.5047039,1,202302,False
111,1147,0.5043348,0,202302,False
112,1891,0.50409967,0,202302,False
113,1193,0.5003947,0,202302,False
114,1619,0.49880567,1,202302,False
115,71,0.49681732,0,202302,False
116,1530,0.49503526,0,202302,False
117,935,0.49426523,0,202302,False
118,1135,0.49031183,0,202302,False
119,108,0.48795804,1,202302,False
120,2137,0.484131,0,202302,False
121,459,0.48304233,0,202302,False
122,523,0.48214123,0,202302,False
123,736,0.48133603,0,202302,False
124,2721,0.48104724,0,202302,False
125,1994,0.47921237,0,202302,False
126,1376,0.4782514,0,202302,False
127,720,0.4757481,1,202302,False
128,246,0.47527933,0,202302,False
129,2384,0.47360864,0,202302,False
130,1679,0.4679205,3,202302,False
131,512,0.46702793,2,202302,False
132,41,0.46639112,3,202302,False
133,2023,0.46557412,0,202302,False
134,893,0.46457353,0,202302,False
135,2083,0.4644242,0,202302,False
136,2379,0.46392736,0,202302,False
137,2736,0.46191433,2,202302,False
138,901,0.46083122,0,202302,False
139,62,0.46062586,0,202302,False
140,2071,0.45793864,1,202302,False
141,2675,0.45759365,0,202302,False
142,2221,0.45684162,0,202302,False
143,1756,0.45582974,0,202302,False
144,259,0.45324263,1,202302,False
145,419,0.45259535,3,202302,False
146,1702,0.4522327,1,202302,False
147,1578,0.4460555,0,202302,False
148,877,0.44501767,0,202302,False
149,1411,0.43885836,0,202302,False
150,53,0.4331125,0,202302,False
151,1463,0.43172142,1,202302,False
152,799,0.4314164,2,202302,False
153,14,0.43085903,1,202302,False
154,1258,0.43070397,0,202302,False
155,456,0.42773017,1,202302,False
156,653,0.42670915,1,202302,False
157,1350,0.4204082,3,202302,False
158,612,0.4187986,0,202302,False
159,689,0.41616997,0,202302,False
160,2015,0.4123009,0,202302,False
161,2768,0.4099889,1,202302,False
162,849,0.4066467,0,202302,False
163,1606,0.40654293,1,202302,False
164,1185,0.40533325,1,202302,False
165,879,0.404809,0,202302,False
166,88,0.40302905,0,202302,False
167,792,0.40131262,0,202302,False
168,1167,0.40107206,0,202302,False
169,2276,0.39928535,0,202302,False
170,710,0.39582992,0,202302,False
171,1385,0.3947309,0,202302,False
172,1158,0.39021817,4,202302,False
173,133,0.3876118,1,202302,False
174,1796,0.3860552,0,202302,False
175,891,0.38579696,0,202302,False
176,1458,0.38330188,0,202302,False
177,315,0.3779664,0,202302,False
178,1289,0.37506658,0,202302,False
179,660,0.36902598,0,202302,False
180,293,0.36629808,1,202302,False
181,1541,0.36587867,0,202302,False
182,146,0.3638276,1,202302,False
183,945,0.36254677,1,202302,False
184,1877,0.36088195,0,202302,False
185,1104,0.35852888,1,202302,False
186,2732,0.35588685,0,202302,False
187,2818,0.3550259,0,202302,False
188,28,0.35292476,0,202302,False
189,2206,0.35252756,0,202302,False
190,2107,0.34982812,0,202302,False
191,216,0.3489584,1,202302,False
192,52,0.34835,0,202302,False
193,2020,0.3477753,0,202302,False
194,2009,0.34681058,0,202302,False
195,233,0.34641328,0,202302,False
196,2048,0.34531313,0,202302,False
197,2401,0.3452914,0,202302,False
198,27,0.33878845,0,202302,False
199,2645,0.3383928,0,202302,False
200,732,0.3354546,3,202302,False
201,99,0.32907423,0,202302,False
202,2205,0.32827172,0,202302,False
203,597,0.326122,0,202302,False
204,876,0.324871,0,202302,False
205,157,0.3246957,0,202302,False
206,2305,0.32265303,0,202302,False
207,590,0.32205495,0,202302,False
208,192,0.32194248,1,202302,False
209,943,0.32172954,0,202302,False
210,1098,0.32015067,0,202302,False
211,2779,0.31856215,1,202302,False
212,898,0.3182685,0,202302,False
213,1033,0.31754878,0,202302,False
214,2542,0.31685394,1,202302,False
215,2340,0.31427148,0,202302,False
216,2196,0.31309742,2,202302,False
217,1913,0.31237662,0,202302,False
218,325,0.311755,0,202302,False
219,2216,0.3114891,1,202302,False
220,2014,0.31104898,0,202302,False
221,1685,0.31072307,0,202302,False
222,2432,0.3092331,0,202302,False
223,920,0.306072,0,202302,False
224,2429,0.30191642,2,202302,False
225,1861,0.30152044,0,202302,False
226,2647,0.30136994,0,202302,False
227,290,0.29979855,0,202302,False
228,691,0.2980162,0,202302,False
229,480,0.2947192,1,202302,False
230,2037,0.29456055,0,202302,False
231,956,0.29444158,0,202302,False
232,1035,0.29315668,1,202302,False
233,97,0.29203582,0,202302,False
234,1939,0.29163346,0,202302,False
235,2798,0.29042175,0,202302,False
236,1201,0.28999865,0,202302,False
237,1637,0.2871154,0,202302,False
238,1081,0.2842657,0,202302,False
239,1032,0.28150648,0,202302,False
240,2421,0.28064358,0,202302,False
241,1225,0.28055626,0,202302,False
242,1353,0.2804794,0,202302,False
243,2403,0.28033167,0,202302,False
244,127,0.2800296,0,202302,False
245,87,0.27893248,0,202302,False
246,1770,0.27870625,0,202302,False
247,982,0.27692154,0,202302,False
248,1908,0.27560723,0,202302,False
249,1036,0.27503037,0,202302,False
250,2661,0.27483732,0,202302,False
251,2787,0.27480853,0,202302,False
252,721,0.27468902,0,202302,False
253,444,0.2745106,0,202302,False
254,2728,0.27356496,0,202302,False
255,1777,0.2730922,0,202302,False
256,925,0.27268448,1,202302,False
257,2152,0.27216727,1,202302,False
258,1750,0.2721527,0,202302,False
259,2278,0.2716129,0,202302,False
260,1594,0.26898235,0,202302,False
261,1283,0.2686344,0,202302,False
262,2692,0.26853177,0,202302,False
263,207,0.26799512,0,202302,False
264,61,0.26659068,0,202302,False
265,1521,0.26626718,0,202302,False
266,118,0.26540047,0,202302,False
267,955,0.26438677,0,202302,False
268,1886,0.26402777,1,202302,False
269,714,0.26399848,0,202302,False
270,2363,0.26212063,4,202302,False
271,1093,0.25899684,0,202302,False
272,45,0.25879616,0,202302,False
273,2337,0.25739506,0,202302,False
274,1471,0.25733182,0,202302,False
275,1907,0.25714216,0,202302,False
276,2441,0.25511786,0,202302,False
277,2476,0.25479066,1,202302,False
278,1554,0.25233448,0,202302,False
279,2085,0.25226396,0,202302,False
280,369,0.25150222,0,202302,False
281,897,0.25107884,0,202302,False
282,958,0.25084242,0,202302,False
283,614,0.25052312,1,202302,False
284,2347,0.24868721,1,202302,False
285,2038,0.24281624,0,202302,False
286,1250,0.24281444,0,202302,False
287,1847,0.24222827,0,202302,False
288,1867,0.24195832,0,202302,False
289,649,0.24186926,0,202302,False
290,2153,0.24066392,1,202302,False
291,2084,0.23984998,0,202302,False
292,654,0.23925567,1,202302,False
293,992,0.23837648,0,202302,False
294,1723,0.2380611,0,202302,False
295,1466,0.2373912,0,202302,False
296,2656,0.23625374,0,202302,False
297,1064,0.23588413,1,202302,False
298,2771,0.23544553,0,202302,False
299,529,0.23530641,0,202302,False
300,1437,0.23410356,0,202302,False
301,2193,0.23390344,0,202302,False
302,1171,0.2336663,0,202302,False
303,930,0.22956306,0,202302,False
304,257,0.22875232,0,202302,False
305,327,0.22732943,2,202302,False
306,2785,0.22699797,0,202302,False
307,2786,0.22454654,0,202302,False
308,2254,0.22392257,0,202302,False
309,1729,0.22314191,0,202302,False
310,1749,0.22209227,0,202302,False
311,2660,0.22209227,0,202302,False
312,1813,0.22122908,0,202302,False
313,278,0.22116569,0,202302,False
314,264,0.22097233,0,202302,False
315,1549,0.2205309,1,202302,False
316,993,0.21988146,1,202302,False
317,1839,0.2194219,0,202302,False
318,2415,0.21845534,0,202302,False
319,231,0.2182816,0,202302,False
320,1589,0.21563807,0,202302,False
321,2027,0.21533322,0,202302,False
322,2303,0.21398318,0,202302,False
323,1341,0.21350646,1,202302,False
324,428,0.2115504,0,202302,False
325,2355,0.21153942,0,202302,False
326,1240,0.21005419,0,202302,False
327,363,0.20883784,1,202302,False
328,332,0.20737264,0,202302,False
329,1841,0.20669092,0,202302,False
330,2605,0.20561057,0,202302,False
331,1255,0.2055225,0,202302,False
332,265,0.2054688,0,202302,False
333,580,0.20498016,0,202302,False
334,1278,0.20433927,0,202302,False
335,1226,0.20346233,0,202302,False
336,2334,0.20337163,0,202302,False
337,274,0.20305896,0,202302,False
338,2358,0.20286542,0,202302,False
339,1194,0.20241997,0,202302,False
340,1020,0.2023766,0,202302,False
341,2033,0.20213339,1,202302,False
342,1574,0.20170294,0,202302,False
343,2445,0.20111972,0,202302,False
344,1634,0.20105717,0,202302,False
345,1763,0.20104446,0,202302,False
346,2738,0.2007952,0,202302,False
347,2632,0.20061776,0,202302,False
348,457,0.19960152,0,202302,False
349,1766,0.19950595,0,202302,False
350,119,0.19915673,1,202302,False
351,1129,0.19892135,0,202302,False
352,2073,0.19875404,0,202302,False
353,107,0.1973272,0,202302,False
354,1103,0.19718117,0,202302,False
355,2119,0.19620648,0,202302,False
356,2440,0.19553275,0,202302,False
357,2269,0.19495861,0,202302,False
358,258,0.19197533,0,202302,False
359,535,0.19123465,0,202302,False
360,2438,0.19071278,0,202302,False
361,2826,0.19066954,0,202302,False
362,2592,0.19065657,0,202302,False
363,2668,0.18981147,0,202302,False
364,2534,0.18949014,1,202302,False
365,1115,0.18945594,1,202302,False
366,838,0.18885142,0,202302,False
367,1587,0.18816295,0,202302,False
368,30,0.18805972,0,202302,False
369,2561,0.18786894,0,202302,False
370,676,0.18786609,0,202302,False
371,2544,0.18749714,0,202302,False
372,812,0.18725476,0,202302,False
373,1764,0.18724722,0,202302,False
374,2475,0.18718609,0,202302,False
375,1583,0.18673299,0,202302,False
376,1455,0.1847114,0,202302,False
377,2623,0.18445271,0,202302,False
378,850,0.18433951,0,202302,False
379,2504,0.18358244,0,202302,False
380,2709,0.18314059,0,202302,False
381,1356,0.18246523,0,202302,False
382,761,0.18019402,1,202302,False
383,900,0.17958157,0,202302,False
384,388,0.1795145,0,202302,False
385,228,0.17942797,1,202302,False
386,2518,0.17904247,0,202302,False
387,1279,0.17883651,0,202302,False
388,1984,0.17675436,0,202302,False
389,2296,0.17437628,0,202302,False
390,2394,0.17414673,0,202302,False
391,2651,0.17283781,0,202302,False
392,2154,0.1710711,0,202302,False
393,453,0.17081307,0,202302,False
394,1802,0.16991025,0,202302,False
395,1281,0.16929251,0,202302,False
396,820,0.16922909,0,202302,False
397,1442,0.16855016,1,202302,False
398,1269,0.16595145,0,202302,False
399,728,0.16580687,0,202302,False
400,1317,0.16559534,0,202302,False
401,2413,0.16530885,1,202302,False
402,2744,0.16515318,0,202302,False
403,1686,0.16482991,0,202302,False
404,42,0.1647138,1,202302,False
405,505,0.16452277,0,202302,False
406,2025,0.16427256,0,202302,False
407,179,0.16419601,0,202302,False
408,361,0.16419601,0,202302,False
409,646,0.16419601,0,202302,False
410,13,0.16413599,0,202302,False
411,1002,0.16340014,0,202302,False
412,701,0.16305313,0,202302,False
413,671,0.16280428,0,202302,False
414,349,0.1624482,0,202302,False
415,356,0.16181007,0,202302,False
416,645,0.16120093,0,202302,False
417,335,0.16107686,0,202302,False
418,1776,0.16087884,1,202302,False
419,417,0.1608504,0,202302,False
420,1762,0.16057816,0,202302,False
421,1211,0.16048816,0,202302,False
422,782,0.16039127,0,202302,False
423,2773,0.15999973,0,202302,False
424,59,0.15980789,0,202302,False
425,56,0.15941769,0,202302,False
426,2597,0.15936764,1,202302,False
427,103,0.15906882,1,202302,False
428,1272,0.15879011,0,202302,False
429,1045,0.15835118,0,202302,False
430,1558,0.15782654,1,202302,False
431,2003,0.15770644,0,202302,False
432,887,0.1573616,0,202302,False
433,2369,0.15735766,1,202302,False
434,2235,0.1570314,0,202302,False
435,674,0.15682286,0,202302,False
436,166,0.15632291,0,202302,False
437,313,0.15591475,0,202302,False
438,530,0.15540452,0,202302,False
439,882,0.15530829,0,202302,False
440,514,0.15511757,0,202302,False
441,1881,0.15509464,0,202302,False
442,2691,0.15490787,0,202302,False
443,989,0.15489306,0,202302,False
444,2723,0.15419802,0,202302,False
445,50,0.15409449,0,202302,False
446,858,0.15364091,0,202302,False
447,168,0.15258075,1,202302,False
448,555,0.1525611,0,202302,False
449,1811,0.15215585,0,202302,False
450,1136,0.15195009,0,202302,False
451,2397,0.1515168,0,202302,False
452,187,0.15127315,0,202302,False
453,2674,0.15042722,0,202302,False
454,37,0.14926283,2,202302,False
455,370,0.14923559,0,202302,False
456,2136,0.14916956,0,202302,False
457,2640,0.14909285,0,202302,False
458,2252,0.14903575,0,202302,False
459,1092,0.1485721,0,202302,False
460,2322,0.14799702,0,202302,False
461,914,0.1478058,0,202302,False
462,1523,0.14755909,0,202302,False
463,2315,0.14526753,0,202302,False
464,2775,0.14497162,0,202302,False
465,1047,0.14463043,0,202302,False
466,365,0.14381252,0,202302,False
467,939,0.14331318,0,202302,False
468,213,0.14314152,0,202302,False
469,1871,0.14305629,0,202302,False
470,742,0.14292017,0,202302,False
471,1937,0.142746,0,202302,False
472,77,0.14268899,0,202302,False
473,526,0.1425075,0,202302,False
474,1855,0.14175986,0,202302,False
475,1090,0.14159547,0,202302,False
476,2665,0.14142144,0,202302,False
477,1039,0.14127705,1,202302,False
478,784,0.14001767,0,202302,False
479,2241,0.1396111,1,202302,False
480,1864,0.13954467,0,202302,False
481,110,0.13865364,0,202302,False
482,2540,0.13817362,0,202302,False
483,1022,0.13529584,1,202302,False
484,2067,0.13515845,0,202302,False
485,1580,0.13469818,0,202302,False
486,1552,0.13452396,1,202302,False
487,2135,0.1334906,1,202302,False
488,485,0.13293003,1,202302,False
489,2630,0.13207617,0,202302,False
490,159,0.1317948,0,202302,False
491,2541,0.1314841,0,202302,False
492,182,0.13102745,0,202302,False
493,2604,0.13086033,0,202302,False
494,2494,0.13010707,0,202302,False
495,1377,0.12989892,1,202302,False
496,1540,0.12894414,0,202302,False
497,2669,0.12835167,0,202302,False
498,2270,0.12777737,0,202302,False
499,2807,0.12777737,0,202302,False
500,651,0.12767702,0,202302,False
501,1315,0.12703429,0,202302,False
502,2159,0.126852,0,202302,False
503,1087,0.12663126,0,202302,False
504,1140,0.12619855,0,202302,False
505,2447,0.12613146,0,202302,False
506,1491,0.12516074,0,202302,False
507,2702,0.12515529,0,202302,False
508,927,0.12408611,0,202302,False
509,1945,0.123705424,1,202302,False
510,1960,0.1230811,0,202302,False
511,177,0.12303527,0,202302,False
512,2734,0.12303527,0,202302,False
513,1534,0.12299785,0,202302,False
514,2506,0.12292537,1,202302,False
515,541,0.122694544,0,202302,False
516,2280,0.122650415,0,202302,False
517,1083,0.12242222,1,202302,False
518,1302,0.12242222,0,202302,False
519,561,0.12218965,1,202302,False
520,2273,0.12146362,2,202302,False
521,1144,0.121325284,0,202302,False
522,229,0.121325284,0,202302,False
523,1468,0.12131998,0,202302,False
524,1699,0.12062229,0,202302,False
525,2747,0.12062229,0,202302,False
526,697,0.12062229,0,202302,False
527,894,0.12062229,0,202302,False
528,1956,0.12055942,0,202302,False
529,1342,0.12004505,0,202302,False
530,2799,0.11901352,1,202302,False
531,481,0.118543506,0,202302,False
532,579,0.118543506,0,202302,False
533,1912,0.11826734,1,202302,False
534,1919,0.11790594,0,202302,False
535,915,0.11743751,0,202302,False
536,401,0.11712928,0,202302,False
537,73,0.11712928,0,202302,False
538,78,0.11712928,0,202302,False
539,804,0.11668548,0,202302,False
540,436,0.11652154,0,202302,False
541,1772,0.11641939,0,202302,False
542,1157,0.115361825,0,202302,False
543,2804,0.114621565,0,202302,False
544,1893,0.114301264,0,202302,False
545,978,0.114301264,0,202302,False
546,2763,0.11394961,0,202302,False
547,2551,0.1138773,0,202302,False
548,638,0.11370154,0,202302,False
549,1942,0.11322049,0,202302,False
550,2118,0.11314663,0,202302,False
551,766,0.11256078,0,202302,False
552,996,0.11229747,0,202302,False
553,2599,0.11130962,0,202302,False
554,1215,0.110990696,0,202302,False
555,1444,0.1109108,1,202302,False
556,2192,0.11075238,0,202302,False
557,2248,0.11039741,0,202302,False
558,595,0.110321954,0,202302,False
559,1282,0.11023132,0,202302,False
560,253,0.11023132,1,202302,False
561,1635,0.11022638,0,202302,False
562,862,0.11003265,0,202302,False
563,2262,0.10996309,0,202302,False
564,586,0.109472536,0,202302,False
565,1178,0.109393395,0,202302,False
566,2395,0.10892895,0,202302,False
567,783,0.10892895,0,202302,False
568,1980,0.108760044,0,202302,False
569,1005,0.10842239,0,202302,False
570,2345,0.10827792,0,202302,False
571,328,0.108234614,0,202302,False
572,1209,0.10808176,0,202302,False
573,2469,0.1078651,0,202302,False
574,2488,0.107255444,0,202302,False
575,381,0.1071858,0,202302,False
576,60,0.1071858,0,202302,False
577,76,0.1071858,0,202302,False
578,441,0.106869176,0,202302,False
579,1263,0.10658535,0,202302,False
580,700,0.10653473,0,202302,False
581,1532,0.10584327,0,202302,False
582,2720,0.105190404,0,202302,False
583,1286,0.10518986,0,202302,False
584,1894,0.10518986,0,202302,False
585,35,0.10518986,0,202302,False
586,743,0.10493073,0,202302,False
587,2737,0.10430217,0,202302,False
588,324,0.10418683,0,202302,False
589,114,0.10418529,0,202302,False
590,1015,0.103872225,0,202302,False
591,2026,0.103824794,0,202302,False
592,2715,0.10378632,0,202302,False
593,1238,0.103572026,0,202302,False
594,1936,0.103572026,0,202302,False
595,1705,0.10351087,0,202302,False
596,1582,0.103461735,0,202302,False
597,1932,0.103461735,0,202302,False
598,706,0.103461735,0,202302,False
599,2813,0.10336451,0,202302,False
600,2190,0.103107594,0,202302,False
601,1061,0.102590375,0,202302,False
602,2169,0.10214707,0,202302,False
603,2712,0.10180503,0,202302,False
604,123,0.10125798,0,202302,False
605,2555,0.10125798,0,202302,False
606,1296,0.10124992,0,202302,False
607,255,0.10120487,0,202302,False
608,1581,0.10101251,0,202302,False
609,1639,0.100837186,0,202302,False
610,574,0.100837186,0,202302,False
611,160,0.10030146,0,202302,False
612,809,0.09925379,0,202302,False
613,386,0.099171795,0,202302,False
614,1405,0.099034466,1,202302,False
615,977,0.099034466,1,202302,False
616,190,0.09880042,0,202302,False
617,379,0.09880042,0,202302,False
618,2422,0.09832683,1,202302,False
619,1710,0.098011106,0,202302,False
620,870,0.098011106,0,202302,False
621,1954,0.097904176,0,202302,False
622,2391,0.097656354,0,202302,False
623,509,0.097335845,0,202302,False
624,1687,0.09725448,2,202302,False
625,208,0.096989885,0,202302,False
626,413,0.0968477,0,202302,False
627,1364,0.09678957,0,202302,False
628,2086,0.09656285,0,202302,False
629,1133,0.09597352,0,202302,False
630,1236,0.0959668,0,202302,False
631,51,0.09576029,0,202302,False
632,469,0.095497556,0,202302,False
633,973,0.09542486,0,202302,False
634,1662,0.095078066,0,202302,False
635,1071,0.094990104,0,202302,False
636,1395,0.094990104,0,202302,False
637,1426,0.094990104,1,202302,False
638,1477,0.094990104,0,202302,False
639,1854,0.094990104,0,202302,False
640,199,0.094990104,0,202302,False
641,2150,0.094990104,0,202302,False
642,2247,0.094990104,0,202302,False
643,2497,0.094990104,0,202302,False
644,2714,0.094990104,0,202302,False
645,504,0.094990104,0,202302,False
646,588,0.094990104,0,202302,False
647,2642,0.094800934,0,202302,False
648,605,0.09474505,0,202302,False
649,2134,0.09459422,0,202302,False
650,402,0.09459422,0,202302,False
651,749,0.09459422,0,202302,False
652,1239,0.09454206,0,202302,False
653,311,0.0944615,0,202302,False
654,2434,0.09443145,0,202302,False
655,1464,0.09427934,0,202302,False
656,715,0.093945265,0,202302,False
657,817,0.09380063,0,202302,False
658,596,0.09333429,0,202302,False
659,2309,0.09317757,0,202302,False
660,1878,0.092993364,0,202302,False
661,2713,0.092598185,0,202302,False
662,66,0.09239145,0,202302,False
663,1379,0.09232869,0,202302,False
664,769,0.09232869,0,202302,False
665,1141,0.09231399,0,202302,False
666,1044,0.09222565,0,202302,False
667,2138,0.09180447,0,202302,False
668,2198,0.09180447,0,202302,False
669,2250,0.09180447,1,202302,False
670,2324,0.09180447,0,202302,False
671,2563,0.09180447,0,202302,False
672,2781,0.09180447,0,202302,False
673,318,0.09180447,1,202302,False
674,322,0.09180447,0,202302,False
675,581,0.09180447,0,202302,False
676,869,0.09180447,0,202302,False
677,1673,0.09167153,0,202302,False
678,1271,0.09158653,0,202302,False
679,1428,0.091495655,0,202302,False
680,2225,0.091495655,0,202302,False
681,2072,0.09091113,0,202302,False
682,1486,0.09072317,0,202302,False
683,712,0.09054039,0,202302,False
684,1050,0.09022114,0,202302,False
685,1722,0.09022114,0,202302,False
686,376,0.09022114,0,202302,False
687,1590,0.0901811,0,202302,False
688,2638,0.09007356,0,202302,False
689,277,0.08997892,0,202302,False
690,2789,0.08997892,0,202302,False
691,1347,0.08976413,0,202302,False
692,222,0.08970118,0,202302,False
693,1623,0.08934885,0,202302,False
694,260,0.08934885,0,202302,False
695,2689,0.08934885,0,202302,False
696,463,0.08934885,0,202302,False
697,1991,0.08933148,0,202302,False
698,909,0.08928775,0,202302,False
699,2173,0.089250535,0,202302,False
700,668,0.08900345,0,202302,False
701,2756,0.08874467,0,202302,False
702,1962,0.088680096,1,202302,False
703,2128,0.088680096,0,202302,False
704,219,0.08844478,0,202302,False
705,1266,0.08832801,0,202302,False
706,2792,0.08832801,0,202302,False
707,2207,0.08820806,0,202302,False
708,2761,0.08706316,0,202302,False
709,1941,0.08705114,0,202302,False
710,1837,0.08653375,0,202302,False
711,1202,0.08646391,0,202302,False
712,1195,0.08638499,0,202302,False
713,439,0.08638499,0,202302,False
714,2478,0.08626871,0,202302,False
715,191,0.08617571,0,202302,False
716,491,0.085919894,0,202302,False
717,496,0.08588769,0,202302,False
718,1054,0.085701816,0,202302,False
719,1038,0.08559067,0,202302,False
720,18,0.08559067,0,202302,False
721,1866,0.08559067,0,202302,False
722,188,0.08559067,0,202302,False
723,1620,0.0855548,0,202302,False
724,1537,0.085522786,0,202302,False
725,2160,0.08540831,0,202302,False
726,1785,0.085149795,0,202302,False
727,2828,0.085056074,0,202302,False
728,1485,0.08505607,0,202302,False
729,2522,0.08497542,0,202302,False
730,1792,0.08491332,0,202302,False
731,319,0.084898904,0,202302,False
732,967,0.084898904,0,202302,False
733,162,0.08460183,0,202302,False
734,2456,0.08419511,0,202302,False
735,447,0.08386698,0,202302,False
736,1402,0.08355135,0,202302,False
737,538,0.08355135,0,202302,False
738,2257,0.08211914,0,202302,False
739,968,0.081677064,0,202302,False
740,1863,0.08112713,0,202302,False
741,1118,0.0808551,0,202302,False
742,2436,0.0808551,0,202302,False
743,2482,0.080832876,0,202302,False
744,125,0.08081544,0,202302,False
745,151,0.08081544,0,202302,False
746,1684,0.08081544,0,202302,False
747,170,0.08081544,0,202302,False
748,1992,0.08081544,0,202302,False
749,2030,0.08081544,0,202302,False
750,2326,0.08081544,1,202302,False
751,2331,0.08081544,0,202302,False
752,2354,0.08081544,0,202302,False
753,2559,0.08081544,0,202302,False
754,2588,0.08081544,0,202302,False
755,2644,0.08081544,0,202302,False
756,380,0.08081544,0,202302,False
757,422,0.08081544,0,202302,False
758,515,0.08081544,0,202302,False
759,601,0.08081544,0,202302,False
760,871,0.08081544,0,202302,False
761,934,0.08081544,0,202302,False
762,952,0.08081544,0,202302,False
763,1789,0.08052814,0,202302,False
764,320,0.08029849,1,202302,False
765,1173,0.080159605,0,202302,False
766,1607,0.080159605,0,202302,False
767,1655,0.080159605,0,202302,False
768,1680,0.080159605,0,202302,False
769,1698,0.080159605,0,202302,False
770,1965,0.080159605,0,202302,False
771,2121,0.080159605,0,202302,False
772,2227,0.080159605,0,202302,False
773,2499,0.080159605,0,202302,False
774,2602,0.080159605,0,202302,False
775,675,0.080159605,0,202302,False
776,7,0.080159605,0,202302,False
777,816,0.080159605,0,202302,False
778,1210,0.08002155,0,202302,False
779,1546,0.08002155,0,202302,False
780,1816,0.08002155,0,202302,False
781,200,0.08002155,0,202302,False
782,2120,0.07980303,0,202302,False
783,273,0.07980303,0,202302,False
784,1327,0.07932617,0,202302,False
785,1516,0.079202525,0,202302,False
786,1773,0.078256674,0,202302,False
787,2096,0.077959076,0,202302,False
788,741,0.077959076,0,202302,False
789,101,0.07765147,0,202302,False
790,1233,0.07765147,0,202302,False
