Rank,grid_id,ATP_Score,Crime_T1,Crime_T2,Best_Neighbor_Rank,Is_Highlighted
762,958,0.0,0,0,28,False
763,961,0.0,0,0,189,False
764,963,0.0,0,0,280,False
765,966,0.0,0,0,356,False
766,968,0.0,0,0,423,False
767,971,0.0,0,0,498,False
768,972,0.0,0,0,475,False
769,973,0.0,0,0,87,False
770,977,0.0,0,0,72,False
771,978,0.0,0,0,106,False
772,979,0.0,0,0,1240,False
773,982,0.0,0,0,28,False
774,988,0.0,0,1,178,False
775,989,0.0,0,0,127,False
776,990,0.0,0,0,428,False
777,992,0.0,0,0,26,False
778,994,0.0,0,0,498,False
779,996,0.0,0,0,200,False
780,999,0.0,0,0,619,False
781,1001,0.0,0,0,636,False
782,1002,0.0,0,0,178,False
783,1003,0.0,0,0,349,False
784,1004,0.0,0,0,281,False
785,1005,0.0,0,0,360,False
786,1008,0.0,0,0,497,False
787,1011,0.0,0,0,325,False
788,1015,0.0,0,0,277,False
789,1017,0.0,0,0,404,False
790,1020,0.0,0,0,69,False
791,1022,0.0,0,0,186,False
792,1024,0.0,0,0,499,False
793,1025,0.0,0,0,251,False
794,1027,0.0,0,0,97,False
795,1032,0.0,0,0,169,False
796,1036,0.0,0,0,15,False
797,1038,0.0,0,0,97,False
798,1039,0.0,0,0,121,False
799,1041,0.0,0,0,356,False
800,1042,0.0,0,0,303,False
801,1043,0.0,0,0,258,False
802,1044,0.0,0,0,345,False
803,1045,0.0,0,0,573,False
804,1047,0.0,0,0,511,False
805,1048,0.0,0,0,447,False
806,1050,0.0,0,0,292,False
807,1054,0.0,0,0,404,False
808,1055,0.0,0,0,532,False
809,1056,0.0,0,0,731,False
810,1057,0.0,0,0,463,False
811,1058,0.0,0,0,250,False
812,1060,0.0,0,0,270,False
813,1061,0.0,0,0,268,False
814,1062,0.0,0,0,854,False
815,1064,0.0,0,0,343,False
816,1065,0.0,0,0,375,False
817,1071,0.0,0,0,381,False
818,1072,0.0,0,0,40,False
819,1073,0.0,0,0,311,False
820,1076,0.0,0,0,132,False
821,1083,0.0,0,0,101,False
822,1090,0.0,0,0,125,False
823,1091,0.0,0,0,406,False
824,1092,0.0,0,0,180,False
825,1093,0.0,0,1,306,False
826,1100,0.0,0,0,88,False
827,1102,0.0,0,0,383,False
828,1103,0.0,0,1,14,False
829,1104,0.0,0,1,57,False
830,1105,0.0,0,0,476,False
831,1107,0.0,0,0,409,False
832,1108,0.0,0,0,626,False
833,1118,0.0,0,0,462,False
834,1119,0.0,0,0,368,False
835,1120,0.0,0,0,552,False
836,1132,0.0,0,0,308,False
837,1134,0.0,0,0,835,False
838,1136,0.0,0,0,406,False
839,1140,0.0,0,0,230,False
840,1141,0.0,0,0,77,False
841,1146,0.0,0,0,257,False
842,1147,0.0,0,0,3,False
843,1149,0.0,0,0,183,False
844,1151,0.0,0,0,177,False
845,1152,0.0,0,0,218,False
846,1157,0.0,0,0,290,False
847,1161,0.0,0,0,598,False
848,1173,0.0,0,0,31,False
849,1175,0.0,0,0,241,False
850,1177,0.0,0,0,210,False
851,1178,0.0,0,0,317,False
852,1179,0.0,0,0,561,False
853,1180,0.0,0,0,366,False
854,1181,0.0,0,0,814,False
855,1182,0.0,0,0,297,False
856,1183,0.0,0,0,399,False
857,1193,0.0,0,0,367,False
858,1194,0.0,0,0,388,False
859,1195,0.0,0,0,334,False
860,1200,0.0,0,0,190,False
861,1201,0.0,0,1,364,False
862,1202,0.0,0,0,139,False
863,1203,0.0,0,0,233,False
864,1204,0.0,0,0,325,False
865,1205,0.0,0,0,620,False
866,1206,0.0,0,0,454,False
867,1209,0.0,0,0,383,False
868,1210,0.0,0,0,196,False
869,1212,0.0,0,0,280,False
870,1214,0.0,0,0,352,False
871,1218,0.0,0,0,447,False
872,1221,0.0,0,0,553,False
873,1223,0.0,0,0,656,False
874,1225,0.0,0,0,240,False
875,1228,0.0,0,0,386,False
876,1232,0.0,0,0,345,False
877,1233,0.0,0,1,303,False
878,1238,0.0,0,0,348,False
879,1239,0.0,0,0,266,False
880,1240,0.0,0,0,161,False
881,1242,0.0,0,0,311,False
882,1243,0.0,0,0,43,False
883,1245,0.0,0,0,687,False
884,1247,0.0,0,0,303,False
885,1250,0.0,0,0,57,False
886,1255,0.0,0,0,99,False
887,1256,0.0,0,0,438,False
888,1258,0.0,0,0,292,False
889,1261,0.0,0,0,32,False
890,1263,0.0,0,0,314,False
891,1266,0.0,0,0,174,False
892,1270,0.0,0,0,561,False
893,1271,0.0,0,0,290,False
894,1272,0.0,0,0,476,False
895,1274,0.0,0,1,241,False
896,1276,0.0,0,0,166,False
897,1277,0.0,0,0,462,False
898,1278,0.0,0,0,155,False
899,1281,0.0,0,0,550,False
900,1282,0.0,0,0,318,False
901,1283,0.0,0,2,93,False
902,1284,0.0,0,0,334,False
903,1285,0.0,0,0,32,False
904,1286,0.0,0,0,247,False
905,1289,0.0,0,0,75,False
906,1291,0.0,0,0,361,False
907,1294,0.0,0,0,205,False
908,1296,0.0,0,0,506,False
909,1298,0.0,0,0,574,False
910,1301,0.0,0,0,218,False
911,1311,0.0,0,0,370,False
912,1313,0.0,0,0,489,False
913,1315,0.0,0,0,129,False
914,1317,0.0,0,0,257,False
915,1321,0.0,0,0,381,False
916,1323,0.0,0,0,423,False
917,1325,0.0,0,0,363,False
918,1327,0.0,0,0,303,False
919,1329,0.0,0,0,500,False
920,1330,0.0,0,0,192,False
921,1331,0.0,0,0,277,False
922,1335,0.0,0,0,407,False
923,1336,0.0,0,0,547,False
924,1337,0.0,0,0,440,False
925,1338,0.0,0,0,814,False
926,1342,0.0,0,0,186,False
927,1346,0.0,0,0,553,False
928,1347,0.0,0,0,301,False
929,1348,0.0,0,0,352,False
930,1349,0.0,0,0,383,False
931,1351,0.0,0,0,765,False
932,1355,0.0,0,0,196,False
933,1356,0.0,0,0,899,False
934,1358,0.0,0,0,489,False
935,1364,0.0,0,2,62,False
936,1367,0.0,0,0,438,False
937,1370,0.0,0,0,369,False
938,1372,0.0,0,0,636,False
939,1375,0.0,0,0,139,False
940,1376,0.0,0,0,306,False
941,1377,0.0,0,0,200,False
942,1378,0.0,0,0,612,False
943,1379,0.0,0,0,447,False
944,1380,0.0,0,0,75,False
945,1382,0.0,0,0,580,False
946,1388,0.0,0,0,277,False
947,1389,0.0,0,0,152,False
948,1390,0.0,0,0,75,False
949,1394,0.0,0,0,245,False
950,1395,0.0,0,0,1302,False
951,1402,0.0,0,0,206,False
952,1403,0.0,0,1,189,False
953,1405,0.0,0,0,260,False
954,1409,0.0,0,0,142,False
955,1410,0.0,0,0,350,False
956,1414,0.0,0,0,325,False
957,1417,0.0,0,0,313,False
958,1418,0.0,0,0,350,False
959,1420,0.0,0,0,322,False
960,1421,0.0,0,0,135,False
961,1425,0.0,0,1,406,False
962,1426,0.0,0,0,844,False
963,1437,0.0,0,0,63,False
964,1439,0.0,0,0,654,False
965,1442,0.0,0,1,15,False
966,1443,0.0,0,0,1026,False
967,1444,0.0,0,0,388,False
968,1448,0.0,0,0,309,False
969,1449,0.0,0,0,774,False
970,1455,0.0,0,0,188,False
971,1459,0.0,0,0,371,False
972,1460,0.0,0,0,280,False
973,1461,0.0,0,1,618,False
974,1463,0.0,0,0,57,False
975,1464,0.0,0,0,407,False
976,1465,0.0,0,0,506,False
977,1466,0.0,0,0,21,False
978,1468,0.0,0,0,35,False
979,1471,0.0,0,1,51,False
980,1476,0.0,0,0,116,False
981,1477,0.0,0,0,364,False
982,1479,0.0,0,0,43,False
983,1480,0.0,0,0,253,False
984,1484,0.0,0,0,996,False
985,1485,0.0,0,0,223,False
986,1486,0.0,0,1,81,False
987,1491,0.0,0,0,290,False
988,1492,0.0,0,0,1382,False
989,1493,0.0,0,0,329,False
990,1495,0.0,0,0,376,False
991,1497,0.0,0,0,993,False
992,1500,0.0,0,0,1176,False
993,1504,0.0,0,0,244,False
994,1508,0.0,0,0,200,False
995,1511,0.0,0,0,12,False
996,1515,0.0,0,0,984,False
997,1516,0.0,0,0,658,False
998,1517,0.0,0,0,567,False
999,1521,0.0,0,0,131,False
1000,1523,0.0,0,0,220,False
1001,1524,0.0,0,0,407,False
1002,1527,0.0,0,0,132,False
1003,1531,0.0,0,0,352,False
1004,1537,0.0,0,0,241,False
1005,1540,0.0,0,0,208,False
1006,1544,0.0,0,0,366,False
1007,1545,0.0,0,0,177,False
1008,1546,0.0,0,0,20,False
1009,1551,0.0,0,0,71,False
1010,1552,0.0,0,0,128,False
1011,1560,0.0,0,0,831,False
1012,1572,0.0,0,0,205,False
1013,1575,0.0,0,0,717,False
1014,1576,0.0,0,0,314,False
1015,1581,0.0,0,0,585,False
1016,1582,0.0,0,0,408,False
1017,1583,0.0,0,0,92,False
1018,1585,0.0,0,0,277,False
1019,1587,0.0,0,2,171,False
1020,1590,0.0,0,0,358,False
1021,1591,0.0,0,0,658,False
1022,1592,0.0,0,0,487,False
1023,1594,0.0,0,0,137,False
1024,1596,0.0,0,0,408,False
1025,1599,0.0,0,0,412,False
1026,1607,0.0,0,0,905,False
1027,1609,0.0,0,0,705,False
1028,1610,0.0,0,0,210,False
1029,1614,0.0,0,0,669,False
1030,1615,0.0,0,0,N/A,False
1031,1616,0.0,0,0,671,False
1032,1617,0.0,0,0,71,False
1033,1620,0.0,0,0,247,False
1034,1621,0.0,0,0,364,False
1035,1623,0.0,0,0,457,False
1036,1626,0.0,0,0,511,False
1037,1628,0.0,0,0,215,False
1038,1629,0.0,0,0,582,False
1039,1632,0.0,0,0,109,False
1040,1635,0.0,0,0,24,False
1041,1636,0.0,0,0,364,False
1042,1637,0.0,0,0,180,False
1043,1639,0.0,0,0,257,False
1044,1642,0.0,0,0,569,False
1045,1644,0.0,0,0,296,False
1046,1646,0.0,0,0,309,False
1047,1649,0.0,0,0,478,False
1048,1650,0.0,0,0,309,False
1049,1655,0.0,0,0,258,False
1050,1660,0.0,0,0,355,False
1051,1662,0.0,0,1,492,False
1052,1668,0.0,0,0,349,False
1053,1671,0.0,0,0,560,False
1054,1673,0.0,0,0,189,False
1055,1676,0.0,0,0,43,False
1056,1677,0.0,0,0,375,False
1057,1678,0.0,0,0,125,False
1058,1680,0.0,0,0,609,False
1059,1682,0.0,0,0,634,False
1060,1684,0.0,0,0,278,False
1061,1685,0.0,0,0,105,False
1062,1691,0.0,0,0,573,False
1063,1698,0.0,0,0,109,False
1064,1699,0.0,0,0,434,False
1065,1701,0.0,0,0,334,False
1066,1703,0.0,0,0,152,False
1067,1705,0.0,0,0,306,False
1068,1707,0.0,0,0,177,False
1069,1710,0.0,0,0,433,False
1070,1711,0.0,0,0,405,False
1071,1712,0.0,0,0,43,False
1072,1715,0.0,0,0,854,False
1073,1717,0.0,0,0,570,False
1074,1720,0.0,0,0,511,False
1075,1721,0.0,0,0,182,False
1076,1722,0.0,0,0,166,False
1077,1724,0.0,0,0,375,False
1078,1725,0.0,0,0,139,False
1079,1728,0.0,0,0,29,False
1080,1730,0.0,0,0,290,False
1081,1737,0.0,0,0,431,False
1082,1738,0.0,0,0,383,False
1083,1741,0.0,0,0,399,False
1084,1745,0.0,0,0,506,False
1085,1749,0.0,0,0,103,False
1086,1754,0.0,0,0,412,False
1087,1755,0.0,0,0,814,False
1088,1756,0.0,0,1,55,False
1089,1757,0.0,0,0,612,False
1090,1762,0.0,0,0,620,False
1091,1763,0.0,0,0,183,False
1092,1764,0.0,0,1,51,False
1093,1766,0.0,0,0,105,False
1094,1770,0.0,0,0,40,False
1095,1773,0.0,0,0,241,False
1096,1780,0.0,0,0,864,False
1097,1781,0.0,0,0,574,False
1098,1782,0.0,0,0,942,False
1099,1783,0.0,0,0,445,False
1100,1784,0.0,0,0,75,False
1101,1785,0.0,0,0,226,False
1102,1786,0.0,0,0,464,False
1103,1789,0.0,0,0,261,False
1104,1796,0.0,0,0,254,False
1105,1797,0.0,0,0,253,False
1106,1800,0.0,0,0,523,False
1107,1801,0.0,0,0,109,False
1108,1805,0.0,0,0,536,False
1109,1810,0.0,0,0,467,False
1110,1811,0.0,0,0,651,False
1111,1815,0.0,0,0,32,False
1112,1816,0.0,0,0,274,False
1113,1818,0.0,0,0,422,False
1114,1820,0.0,0,0,553,False
1115,1828,0.0,0,0,364,False
1116,1831,0.0,0,0,253,False
1117,1836,0.0,0,1,308,False
1118,1837,0.0,0,0,396,False
1119,1839,0.0,0,0,366,False
1120,1840,0.0,0,0,368,False
1121,1841,0.0,0,1,16,False
1122,1842,0.0,0,0,26,False
1123,1843,0.0,0,0,427,False
1124,1846,0.0,0,0,26,False
1125,1847,0.0,0,0,340,False
1126,1854,0.0,0,0,434,False
1127,1859,0.0,0,0,44,False
1128,1862,0.0,0,0,386,False
1129,1863,0.0,0,0,44,False
1130,1864,0.0,0,0,521,False
1131,1865,0.0,0,0,463,False
1132,1866,0.0,0,0,725,False
1133,1867,0.0,0,0,77,False
1134,1870,0.0,0,0,326,False
1135,1871,0.0,0,1,74,False
1136,1872,0.0,0,0,573,False
1137,1878,0.0,0,0,11,False
1138,1879,0.0,0,0,489,False
1139,1880,0.0,0,0,599,False
1140,1890,0.0,0,0,355,False
1141,1891,0.0,0,0,350,False
1142,1893,0.0,0,0,100,False
1143,1894,0.0,0,0,318,False
1144,1895,0.0,0,0,470,False
1145,1896,0.0,0,1,648,False
1146,1898,0.0,0,0,372,False
1147,1903,0.0,0,0,462,False
1148,1907,0.0,0,0,287,False
1149,1908,0.0,0,0,476,False
1150,1913,0.0,0,0,179,False
1151,1914,0.0,0,0,229,False
1152,1919,0.0,0,0,585,False
1153,1921,0.0,0,0,73,False
1154,1928,0.0,0,0,522,False
1155,1932,0.0,0,0,322,False
1156,1936,0.0,0,0,630,False
1157,1937,0.0,0,0,76,False
1158,1941,0.0,0,0,183,False
1159,1942,0.0,0,0,10,False
1160,1943,0.0,0,0,86,False
1161,1944,0.0,0,1,691,False
1162,1948,0.0,0,0,207,False
1163,1954,0.0,0,0,250,False
1164,1956,0.0,0,0,277,False
1165,1960,0.0,0,1,22,False
1166,1965,0.0,0,0,200,False
1167,1970,0.0,0,0,502,False
1168,1973,0.0,0,0,69,False
1169,1976,0.0,0,0,365,False
1170,1979,0.0,0,0,253,False
1171,1992,0.0,0,0,188,False
1172,1995,0.0,0,0,227,False
1173,2000,0.0,0,0,426,False
1174,2003,0.0,0,0,206,False
1175,2006,0.0,0,0,109,False
1176,2008,0.0,0,0,992,False
1177,2012,0.0,0,0,334,False
1178,2018,0.0,0,0,992,False
1179,2019,0.0,0,0,357,False
1180,2021,0.0,0,0,253,False
1181,2026,0.0,0,1,419,False
1182,2030,0.0,0,0,200,False
1183,2031,0.0,0,0,44,False
1184,2033,0.0,0,0,16,False
1185,2037,0.0,0,2,20,False
1186,2038,0.0,0,0,595,False
1187,2046,0.0,0,0,312,False
1188,2048,0.0,0,1,134,False
1189,2056,0.0,0,0,551,False
1190,2062,0.0,0,0,506,False
1191,2064,0.0,0,0,363,False
1192,2065,0.0,0,0,323,False
1193,2066,0.0,0,0,571,False
1194,2067,0.0,0,0,290,False
1195,2069,0.0,0,1,251,False
1196,2074,0.0,0,0,353,False
1197,2075,0.0,0,0,545,False
1198,2081,0.0,0,0,511,False
1199,2085,0.0,0,0,651,False
1200,2086,0.0,0,0,118,False
1201,2089,0.0,0,0,253,False
1202,2096,0.0,0,0,127,False
1203,2100,0.0,0,0,360,False
1204,2102,0.0,0,0,361,False
1205,2106,0.0,0,0,616,False
1206,2107,0.0,0,0,569,False
1207,2109,0.0,0,0,291,False
1208,2113,0.0,0,0,40,False
1209,2118,0.0,0,0,630,False
1210,2119,0.0,0,0,131,False
1211,2120,0.0,0,1,308,False
1212,2121,0.0,0,0,32,False
1213,2122,0.0,0,0,436,False
1214,2124,0.0,0,0,410,False
1215,2133,0.0,0,0,236,False
1216,2134,0.0,0,0,389,False
1217,2135,0.0,0,0,281,False
1218,2136,0.0,0,0,291,False
1219,2138,0.0,0,0,182,False
1220,2140,0.0,0,0,991,False
1221,2143,0.0,0,0,88,False
1222,2147,0.0,0,0,140,False
1223,2150,0.0,0,0,452,False
1224,2152,0.0,0,0,51,False
1225,2153,0.0,0,0,423,False
1226,2154,0.0,0,0,569,False
1227,2156,0.0,0,0,163,False
1228,2158,0.0,0,0,583,False
1229,2159,0.0,0,0,229,False
1230,2160,0.0,0,0,7,False
1231,2163,0.0,0,0,271,False
1232,2164,0.0,0,0,705,False
1233,2167,0.0,0,0,353,False
1234,2168,0.0,0,0,533,False
1235,2169,0.0,0,0,745,False
1236,2172,0.0,0,0,440,False
1237,2173,0.0,0,0,26,False
1238,2175,0.0,0,0,447,False
1239,2177,0.0,0,0,291,False
1240,2181,0.0,0,0,165,False
1241,2182,0.0,0,0,470,False
1242,2186,0.0,0,0,398,False
1243,2189,0.0,0,0,464,False
1244,2190,0.0,0,0,271,False
1245,2192,0.0,0,0,17,False
1246,2193,0.0,0,0,304,False
1247,2195,0.0,0,0,371,False
1248,2196,0.0,0,0,223,False
1249,2203,0.0,0,0,178,False
1250,2206,0.0,0,0,105,False
1251,2207,0.0,0,0,443,False
1252,2208,0.0,0,0,154,False
1253,2210,0.0,0,0,126,False
1254,2211,0.0,0,0,426,False
1255,2213,0.0,0,0,270,False
1256,2214,0.0,0,0,396,False
1257,2216,0.0,0,0,165,False
1258,2221,0.0,0,0,57,False
1259,2223,0.0,0,0,456,False
1260,2224,0.0,0,0,370,False
1261,2225,0.0,0,0,264,False
1262,2227,0.0,0,0,334,False
1263,2230,0.0,0,0,205,False
1264,2231,0.0,0,0,253,False
1265,2235,0.0,0,0,120,False
1266,2239,0.0,0,0,294,False
1267,2240,0.0,0,0,497,False
1268,2241,0.0,0,0,119,False
1269,2246,0.0,0,0,113,False
1270,2249,0.0,0,0,418,False
1271,2250,0.0,0,1,605,False
1272,2251,0.0,0,0,706,False
1273,2252,0.0,0,0,230,False
1274,2253,0.0,0,0,431,False
1275,2254,0.0,0,0,322,False
1276,2256,0.0,0,0,792,False
1277,2257,0.0,0,0,40,False
1278,2258,0.0,0,0,810,False
1279,2259,0.0,0,0,437,False
1280,2261,0.0,0,0,681,False
1281,2262,0.0,0,0,281,False
1282,2263,0.0,0,0,26,False
1283,2270,0.0,0,0,290,False
1284,2271,0.0,0,0,302,False
1285,2273,0.0,0,1,107,False
1286,2274,0.0,0,0,32,False
1287,2275,0.0,0,0,562,False
1288,2276,0.0,0,0,64,False
1289,2282,0.0,0,0,470,False
1290,2285,0.0,0,0,355,False
1291,2286,0.0,0,0,792,False
1292,2287,0.0,0,0,659,False
1293,2289,0.0,0,0,298,False
1294,2295,0.0,0,0,280,False
1295,2302,0.0,0,0,507,False
1296,2303,0.0,0,0,295,False
1297,2304,0.0,0,0,340,False
1298,2306,0.0,0,0,71,False
1299,2315,0.0,0,0,131,False
1300,2316,0.0,0,0,644,False
1301,2317,0.0,0,0,240,False
1302,2321,0.0,0,0,655,False
1303,2322,0.0,0,0,268,False
1304,2324,0.0,0,0,134,False
1305,2331,0.0,0,0,247,False
1306,2333,0.0,0,0,240,False
1307,2334,0.0,0,0,11,False
1308,2335,0.0,0,0,648,False
1309,2337,0.0,0,0,23,False
1310,2341,0.0,0,0,351,False
1311,2346,0.0,0,0,14,False
1312,2347,0.0,0,0,320,False
1313,2349,0.0,0,0,142,False
1314,2354,0.0,0,0,467,False
1315,2355,0.0,0,0,176,False
1316,2358,0.0,0,0,462,False
1317,2360,0.0,0,0,308,False
1318,2363,0.0,0,0,340,False
1319,2370,0.0,0,0,440,False
1320,2374,0.0,0,0,381,False
1321,2375,0.0,0,0,227,False
1322,2377,0.0,0,0,459,False
1323,2378,0.0,0,0,88,False
1324,2379,0.0,0,0,260,False
1325,2381,0.0,0,0,266,False
1326,2383,0.0,0,1,357,False
1327,2389,0.0,0,0,356,False
1328,2391,0.0,0,0,456,False
1329,2393,0.0,0,0,570,False
1330,2394,0.0,0,0,522,False
1331,2397,0.0,0,0,118,False
1332,2399,0.0,0,0,423,False
1333,2403,0.0,0,0,160,False
1334,2405,0.0,0,0,101,False
1335,2406,0.0,0,0,570,False
1336,2410,0.0,0,0,457,False
1337,2415,0.0,0,1,7,False
1338,2418,0.0,0,0,470,False
1339,2419,0.0,0,0,236,False
1340,2422,0.0,0,0,358,False
1341,2425,0.0,0,0,297,False
1342,2432,0.0,0,1,385,False
1343,2434,0.0,0,0,360,False
1344,2435,0.0,0,0,301,False
1345,2436,0.0,0,0,81,False
1346,2437,0.0,0,0,548,False
1347,2438,0.0,0,0,142,False
1348,2439,0.0,0,0,440,False
1349,2441,0.0,0,1,156,False
1350,2445,0.0,0,0,36,False
1351,2446,0.0,0,0,475,False
1352,2452,0.0,0,0,283,False
1353,2455,0.0,0,0,755,False
1354,2456,0.0,0,0,290,False
1355,2457,0.0,0,0,416,False
1356,2458,0.0,0,0,329,False
1357,2463,0.0,0,0,694,False
1358,2464,0.0,0,0,472,False
1359,2467,0.0,0,0,126,False
1360,2472,0.0,0,0,247,False
1361,2474,0.0,0,0,478,False
1362,2475,0.0,0,0,4,False
1363,2476,0.0,0,0,266,False
1364,2479,0.0,0,0,244,False
1365,2480,0.0,0,0,416,False
1366,2481,0.0,0,0,48,False
1367,2482,0.0,0,0,147,False
1368,2483,0.0,0,0,472,False
1369,2485,0.0,0,0,268,False
1370,2489,0.0,0,0,301,False
1371,2491,0.0,0,1,401,False
1372,2493,0.0,0,0,616,False
1373,2494,0.0,0,1,52,False
1374,2497,0.0,0,0,717,False
1375,2499,0.0,0,0,192,False
1376,2502,0.0,0,0,355,False
1377,2503,0.0,0,0,683,False
1378,2504,0.0,0,0,174,False
1379,2507,0.0,0,0,148,False
1380,2509,0.0,0,0,792,False
1381,2512,0.0,0,0,366,False
1382,2516,0.0,0,0,988,False
1383,2518,0.0,0,2,186,False
1384,2519,0.0,0,0,950,False
1385,2522,0.0,0,0,57,False
1386,2524,0.0,0,0,283,False
1387,2529,0.0,0,0,396,False
1388,2536,0.0,0,0,48,False
1389,2539,0.0,0,0,227,False
1390,2541,0.0,0,0,364,False
1391,2551,0.0,0,0,83,False
1392,2552,0.0,0,1,302,False
1393,2555,0.0,0,0,398,False
1394,2559,0.0,0,0,464,False
1395,2560,0.0,0,0,154,False
1396,2561,0.0,0,0,10,False
1397,2563,0.0,0,0,235,False
1398,2565,0.0,0,0,218,False
1399,2570,0.0,0,1,453,False
1400,2573,0.0,0,0,205,False
1401,2576,0.0,0,0,334,False
1402,2578,0.0,0,0,250,False
1403,2581,0.0,0,0,441,False
1404,2585,0.0,0,0,142,False
1405,2586,0.0,0,0,125,False
1406,2588,0.0,0,0,786,False
1407,2589,0.0,0,0,460,False
1408,2592,0.0,0,0,77,False
1409,2594,0.0,0,1,433,False
1410,2598,0.0,0,0,394,False
1411,2599,0.0,0,0,569,False
1412,2601,0.0,0,0,322,False
1413,2602,0.0,0,0,625,False
1414,2603,0.0,0,0,463,False
1415,2604,0.0,0,0,111,False
1416,2605,0.0,0,0,121,False
1417,2608,0.0,0,0,383,False
1418,2609,0.0,0,0,257,False
1419,2616,0.0,0,0,69,False
1420,2617,0.0,0,0,418,False
1421,2621,0.0,0,0,854,False
1422,2623,0.0,0,0,123,False
1423,2624,0.0,0,0,991,False
1424,2630,0.0,0,0,14,False
1425,2632,0.0,0,0,260,False
1426,2637,0.0,0,0,182,False
1427,2640,0.0,0,0,487,False
1428,2643,0.0,0,0,371,False
1429,2644,0.0,0,0,138,False
1430,2645,0.0,0,0,14,False
1431,2647,0.0,0,0,139,False
1432,2651,0.0,0,0,166,False
1433,2655,0.0,0,0,147,False
1434,2658,0.0,0,0,571,False
1435,2660,0.0,0,0,105,False
1436,2661,0.0,0,0,24,False
1437,2662,0.0,0,0,76,False
1438,2665,0.0,0,1,6,False
1439,2668,0.0,0,0,200,False
1440,2669,0.0,0,0,397,False
1441,2670,0.0,0,0,427,False
1442,2672,0.0,0,0,905,False
1443,2673,0.0,0,0,142,False
1444,2674,0.0,0,0,22,False
1445,2677,0.0,0,0,381,False
1446,2679,0.0,0,0,571,False
1447,2683,0.0,0,0,127,False
1448,2685,0.0,0,0,551,False
1449,2686,0.0,0,0,181,False
1450,2687,0.0,0,0,278,False
1451,2688,0.0,0,0,636,False
1452,2689,0.0,0,0,106,False
1453,2691,0.0,0,0,40,False
1454,2699,0.0,0,0,582,False
1455,2700,0.0,0,0,200,False
1456,2701,0.0,0,0,219,False
1457,2702,0.0,0,0,20,False
1458,2705,0.0,0,0,563,False
1459,2708,0.0,0,0,199,False
1460,2709,0.0,0,0,204,False
1461,2713,0.0,0,0,467,False
1462,2714,0.0,0,0,391,False
1463,2715,0.0,0,0,118,False
1464,2716,0.0,0,0,183,False
1465,2718,0.0,0,0,17,False
1466,2722,0.0,0,0,356,False
1467,2723,0.0,0,0,125,False
1468,2724,0.0,0,0,536,False
1469,2726,0.0,0,0,523,False
1470,2728,0.0,0,0,105,False
1471,2732,0.0,0,0,245,False
1472,2736,0.0,0,0,183,False
1473,2737,0.0,0,0,396,False
1474,2738,0.0,0,0,155,False
1475,2741,0.0,0,0,31,False
1476,2746,0.0,0,0,423,False
1477,2747,0.0,0,0,353,False
1478,2749,0.0,0,0,281,False
1479,2752,0.0,0,0,394,False
1480,2756,0.0,0,0,147,False
1481,2760,0.0,0,0,280,False
1482,2761,0.0,0,0,537,False
1483,2762,0.0,0,0,88,False
1484,2763,0.0,0,0,585,False
1485,2765,0.0,0,0,412,False
1486,2768,0.0,0,2,304,False
1487,2770,0.0,0,0,408,False
1488,2771,0.0,0,0,266,False
1489,2774,0.0,0,0,309,False
1490,2775,0.0,0,0,357,False
1491,2776,0.0,0,0,364,False
1492,2781,0.0,0,0,467,False
1493,2785,0.0,0,0,220,False
1494,2786,0.0,0,0,53,False
1495,2792,0.0,0,0,142,False
1496,2795,0.0,0,0,366,False
1497,2798,0.0,0,1,1,False
1498,2799,0.0,0,0,695,False
1499,2804,0.0,0,0,77,False
1500,2805,0.0,0,0,428,False
1501,2806,0.0,0,0,140,False
1502,2807,0.0,0,0,274,False
1503,2808,0.0,0,0,489,False
1504,2811,0.0,0,0,353,False
1505,2813,0.0,0,0,140,False
1506,2814,0.0,0,0,382,False
1507,2815,0.0,0,0,371,False
1508,2828,0.0,0,0,292,False
1509,2829,0.0,0,0,126,False
1510,2830,0.0,0,0,353,False
