Rank,grid_id,Predicted_Crime_Count,Target_Period,center_longitude,center_latitude,southwest_lat,southwest_lng,northeast_lat,northeast_lng,bounds
19,120,1,202304,-82.5332221117,27.3611811159,27.36049929647851,-82.5339898165901,27.36186293532149,-82.5324544068099,"[(np.float64(27.36049929647851), np.float64(-82.5339898165901)), (np.float64(27.36186293532149), np.float64(-82.5324544068099))]"
20,1189,1,202304,-82.542384218,27.3446411871,27.343959367678508,-82.5431518082537,27.34532300652149,-82.5416166277463,"[(np.float64(27.343959367678508), np.float64(-82.5431518082537)), (np.float64(27.34532300652149), np.float64(-82.5416166277463))]"
21,1681,1,202304,-82.5300234312,27.3364362952,27.335754475778508,-82.53079096462294,27.33711811462149,-82.52925589777705,"[(np.float64(27.335754475778508), np.float64(-82.53079096462294)), (np.float64(27.33711811462149), np.float64(-82.52925589777705))]"
22,1706,1,202304,-82.5332089348,27.3584303935,27.35774857407851,-82.53397662061835,27.35911221292149,-82.53244124898166,"[(np.float64(27.35774857407851), np.float64(-82.53397662061835)), (np.float64(27.35911221292149), np.float64(-82.53244124898166))]"
23,705,1,202304,-82.531668553,27.3584362673,27.35775444787851,-82.53243623885906,27.35911808672149,-82.53090086714094,"[(np.float64(27.35775444787851), np.float64(-82.53243623885906)), (np.float64(27.35911808672149), np.float64(-82.53090086714094))]"
24,1314,1,202304,-82.5315831958,27.3405565411,27.33987472167851,-82.53235075775859,27.34123836052149,-82.5308156338414,"[(np.float64(27.33987472167851), np.float64(-82.53235075775859)), (np.float64(27.34123836052149), np.float64(-82.5308156338414))]"
25,772,1,202304,-82.5299841846,27.3281840914,27.32750227197851,-82.53075166088885,27.32886591082149,-82.52921670831114,"[(np.float64(27.32750227197851), np.float64(-82.53075166088885)), (np.float64(27.32886591082149), np.float64(-82.52921670831114))]"
26,2099,1,202304,-82.5146734595,27.3474968242,27.34681500477851,-82.5154410695388,27.34817864362149,-82.51390584946121,"[(np.float64(27.34681500477851), np.float64(-82.5154410695388)), (np.float64(27.34817864362149), np.float64(-82.51390584946121))]"
27,296,1,202304,-82.5130825427,27.3364995386,27.335817719178507,-82.51385007656091,27.33718135802149,-82.5123150088391,"[(np.float64(27.335817719178507), np.float64(-82.51385007656091)), (np.float64(27.33718135802149), np.float64(-82.5123150088391))]"
28,2130,1,202304,-82.5130762096,27.3351241683,27.334442348878508,-82.51384373393681,27.33580598772149,-82.51230868526319,"[(np.float64(27.334442348878508), np.float64(-82.51384373393681)), (np.float64(27.33580598772149), np.float64(-82.51230868526319))]"
29,2725,1,202304,-82.5408306733,27.3418964339,27.34121461447851,-82.54159824453961,27.34257825332149,-82.54006310206037,"[(np.float64(27.34121461447851), np.float64(-82.54159824453961)), (np.float64(27.34257825332149), np.float64(-82.54006310206037))]"
30,2348,1,202304,-82.5316816918,27.3611869903,27.360505170878508,-82.53244939673084,27.36186880972149,-82.53091398686917,"[(np.float64(27.360505170878508), np.float64(-82.53244939673084)), (np.float64(27.36186880972149), np.float64(-82.53091398686917))]"
31,1700,1,202304,-82.5438841163,27.3363830227,27.33570120327851,-82.54465164935405,27.337064842121492,-82.54311658324596,"[(np.float64(27.33570120327851), np.float64(-82.54465164935405)), (np.float64(27.337064842121492), np.float64(-82.54311658324596))]"
32,2451,1,202304,-82.5331957597,27.3556796701,27.354997850678508,-82.5339634264493,27.35636148952149,-82.53242809295071,"[(np.float64(27.354997850678508), np.float64(-82.5339634264493)), (np.float64(27.35636148952149), np.float64(-82.53242809295071))]"
33,70,1,202304,-82.533202347,27.357055032,27.35637321257851,-82.53397002328347,27.357736851421492,-82.53243467071653,"[(np.float64(27.35637321257851), np.float64(-82.53397002328347)), (np.float64(27.357736851421492), np.float64(-82.53243467071653))]"
34,2117,0,202304,-82.4915213334,27.3365770596,27.33589524017851,-82.49228886779774,27.33725887902149,-82.49075379900226,"[(np.float64(27.33589524017851), np.float64(-82.49228886779774)), (np.float64(27.33725887902149), np.float64(-82.49075379900226))]"
35,404,0,202304,-82.5362830712,27.3570432342,27.356361414778508,-82.5370507474017,27.35772505362149,-82.53551539499831,"[(np.float64(27.356361414778508), np.float64(-82.5370507474017)), (np.float64(27.35772505362149), np.float64(-82.53551539499831))]"
36,853,0,202304,-82.5238631145,27.3364595304,27.33577771097851,-82.52463064808386,27.33714134982149,-82.52309558091615,"[(np.float64(27.33577771097851), np.float64(-82.52463064808386)), (np.float64(27.33714134982149), np.float64(-82.52309558091615))]"
37,1231,0,202304,-82.5315635092,27.3364304439,27.33574862447851,-82.53233104258243,27.33711226332149,-82.53079597581757,"[(np.float64(27.33574862447851), np.float64(-82.53233104258243)), (np.float64(27.33711226332149), np.float64(-82.53079597581757))]"
38,1768,0,202304,-82.5301216209,27.3570667618,27.356384942378508,-82.53088929726479,27.35774858122149,-82.52935394453522,"[(np.float64(27.356384942378508), np.float64(-82.53088929726479)), (np.float64(27.35774858122149), np.float64(-82.52935394453522))]"
39,1114,0,202304,-82.5438774029,27.3350076592,27.334325839778508,-82.54464492643004,27.33568947862149,-82.54310987936995,"[(np.float64(27.334325839778508), np.float64(-82.54464492643004)), (np.float64(27.33568947862149), np.float64(-82.54310987936995))]"
40,1198,0,202304,-82.5299318818,27.3171811377,27.31649931827851,-82.53069928194795,27.31786295712149,-82.52916448165205,"[(np.float64(27.31649931827851), np.float64(-82.53069928194795)), (np.float64(27.31786295712149), np.float64(-82.52916448165205))]"
41,1904,0,202304,-82.5393771218,27.3597820886,27.35910026917851,-82.5401448169898,27.36046390802149,-82.53860942661021,"[(np.float64(27.35910026917851), np.float64(-82.5401448169898)), (np.float64(27.36046390802149), np.float64(-82.53860942661021))]"
42,2753,0,202304,-82.548551742,27.3459924891,27.345310669678508,-82.54931934161574,27.34667430852149,-82.54778414238426,"[(np.float64(27.345310669678508), np.float64(-82.54931934161574)), (np.float64(27.34667430852149), np.float64(-82.54778414238426))]"
43,1743,0,202304,-82.540904154,27.3570254101,27.35634359067851,-82.54167183007813,27.35770722952149,-82.54013647792188,"[(np.float64(27.35634359067851), np.float64(-82.54167183007813)), (np.float64(27.35770722952149), np.float64(-82.54013647792188))]"
44,2639,0,202304,-82.539390452,27.3625328076,27.36185098817851,-82.54015816626287,27.36321462702149,-82.53862273773714,"[(np.float64(27.36185098817851), np.float64(-82.54015816626287)), (np.float64(27.36321462702149), np.float64(-82.53862273773714))]"
45,2505,0,202304,-82.5392772062,27.3391516612,27.338469841778508,-82.54004475842811,27.33983348062149,-82.53850965397189,"[(np.float64(27.338469841778508), np.float64(-82.54004475842811)), (np.float64(27.33983348062149), np.float64(-82.53850965397189))]"
46,150,0,202304,-82.5378300775,27.3584126704,27.35773085097851,-82.53859776319547,27.35909448982149,-82.53706239180454,"[(np.float64(27.35773085097851), np.float64(-82.53859776319547)), (np.float64(27.35909448982149), np.float64(-82.53706239180454))]"
47,773,0,202304,-82.5517275678,27.3652353661,27.364553546678508,-82.55249530080464,27.36591718552149,-82.55095983479536,"[(np.float64(27.364553546678508), np.float64(-82.55249530080464)), (np.float64(27.36591718552149), np.float64(-82.55095983479536))]"
48,1850,0,202304,-82.5300496049,27.3419377589,27.341255939478508,-82.53081717642588,27.34261957832149,-82.52928203337412,"[(np.float64(27.341255939478508), np.float64(-82.53081717642588)), (np.float64(27.34261957832149), np.float64(-82.52928203337412))]"
49,2199,0,202304,-82.5378433686,27.3611633906,27.36048157117851,-82.53861107336719,27.361845210021492,-82.5370756638328,"[(np.float64(27.36048157117851), np.float64(-82.53861107336719)), (np.float64(27.361845210021492), np.float64(-82.5370756638328))]"
50,34,0,202304,-82.5115487739,27.3378805566,27.337198737178507,-82.5123163173248,27.33856237602149,-82.5107812304752,"[(np.float64(27.337198737178507), np.float64(-82.5123163173248)), (np.float64(27.33856237602149), np.float64(-82.5107812304752))]"
51,1187,0,202304,-82.528418141,27.3226884476,27.32200662817851,-82.52918557925334,27.32337026702149,-82.52765070274667,"[(np.float64(27.32200662817851), np.float64(-82.52918557925334)), (np.float64(27.32337026702149), np.float64(-82.52765070274667))]"
52,1078,0,202304,-82.5393837866,27.3611574482,27.36047562877851,-82.54015149132599,27.36183926762149,-82.53861608187401,"[(np.float64(27.36047562877851), np.float64(-82.54015149132599)), (np.float64(27.36183926762149), np.float64(-82.53861608187401))]"
53,1798,0,202304,-82.5532885542,27.369355335,27.36867351557851,-82.55405631578095,27.370037154421492,-82.55252079261903,"[(np.float64(27.36867351557851), np.float64(-82.55405631578095)), (np.float64(27.370037154421492), np.float64(-82.55252079261903))]"
54,506,0,202304,-82.5298534835,27.3006766746,27.299994855178507,-82.53062076951774,27.30135849402149,-82.52908619748227,"[(np.float64(27.299994855178507), np.float64(-82.53062076951774)), (np.float64(27.30135849402149), np.float64(-82.52908619748227))]"
55,2420,0,202304,-82.5454645941,27.3446291918,27.34394737237851,-82.5462321842706,27.34531101122149,-82.5446970039294,"[(np.float64(27.34394737237851), np.float64(-82.5462321842706)), (np.float64(27.34531101122149), np.float64(-82.5446970039294))]"
56,1350,0,202304,-82.5316028866,27.3446826358,27.34400081637851,-82.53237047714086,27.345364455221493,-82.53083529605914,"[(np.float64(27.34400081637851), np.float64(-82.53237047714086)), (np.float64(27.345364455221493), np.float64(-82.53083529605914))]"
57,285,0,202304,-82.5454511241,27.3418784685,27.34119664907851,-82.54621869521517,27.34256028792149,-82.54468355298482,"[(np.float64(27.34119664907851), np.float64(-82.54621869521517)), (np.float64(27.34256028792149), np.float64(-82.54468355298482))]"
58,983,0,202304,-82.542444514,27.3570194348,27.35633761537851,-82.5432121900367,27.357701254221492,-82.5416768379633,"[(np.float64(27.35633761537851), np.float64(-82.5432121900367)), (np.float64(27.357701254221492), np.float64(-82.5416768379633))]"
59,593,0,202304,-82.5347493162,27.3584245028,27.357742683378508,-82.53551700197751,27.35910632222149,-82.5339816304225,"[(np.float64(27.357742683378508), np.float64(-82.53551700197751)), (np.float64(27.35910632222149), np.float64(-82.5339816304225))]"
60,2743,0,202304,-82.5329260834,27.2992895999,27.29860778047851,-82.5336933598304,27.29997141932149,-82.5321588069696,"[(np.float64(27.29860778047851), np.float64(-82.5336933598304)), (np.float64(27.29997141932149), np.float64(-82.5321588069696))]"
61,2662,0,202304,-82.5316948326,27.3639377122,27.363255892778508,-82.53246255660531,27.36461953162149,-82.53092710859468,"[(np.float64(27.363255892778508), np.float64(-82.53246255660531)), (np.float64(27.36461953162149), np.float64(-82.53092710859468))]"
62,2142,0,202304,-82.540797292,27.3350196156,27.33433779617851,-82.54156481561283,27.33570143502149,-82.54002976838716,"[(np.float64(27.33433779617851), np.float64(-82.54156481561283)), (np.float64(27.33570143502149), np.float64(-82.54002976838716))]"
63,1453,0,202304,-82.5054510132,27.3514738009,27.35079198147851,-82.50621865079788,27.35215562032149,-82.50468337560213,"[(np.float64(27.35079198147851), np.float64(-82.50621865079788)), (np.float64(27.35215562032149), np.float64(-82.50468337560213))]"
64,2606,0,202304,-82.5238760484,27.3392102656,27.338528446178508,-82.524643601034,27.33989208502149,-82.523108495766,"[(np.float64(27.338528446178508), np.float64(-82.524643601034)), (np.float64(27.33989208502149), np.float64(-82.523108495766))]"
65,116,0,202304,-82.5315766331,27.3391811756,27.33849935617851,-82.53234418553254,27.33986299502149,-82.53080908066747,"[(np.float64(27.33849935617851), np.float64(-82.53234418553254)), (np.float64(27.33986299502149), np.float64(-82.53080908066747))]"
66,1679,0,202304,-82.5409175203,27.3597761296,27.35909431017851,-82.54168521544848,27.36045794902149,-82.54014982515152,"[(np.float64(27.35909431017851), np.float64(-82.54168521544848)), (np.float64(27.36045794902149), np.float64(-82.54014982515152))]"
67,1135,0,202304,-82.5347559234,27.3597998638,27.35911804437851,-82.53552361871303,27.36048168322149,-82.53398822808697,"[(np.float64(27.35911804437851), np.float64(-82.53552361871303)), (np.float64(27.36048168322149), np.float64(-82.53398822808697))]"
68,1066,0,202304,-82.5377304543,27.3377822337,27.33710041427851,-82.53849799704386,27.33846405312149,-82.53696291155615,"[(np.float64(27.33710041427851), np.float64(-82.53849799704386)), (np.float64(27.33846405312149), np.float64(-82.53696291155615))]"
69,1340,0,202304,-82.5300954268,27.35156531,27.35088349057851,-82.53086306503208,27.352247129421492,-82.52932778856793,"[(np.float64(27.35088349057851), np.float64(-82.53086306503208)), (np.float64(27.352247129421492), np.float64(-82.52932778856793))]"
70,1573,0,202304,-82.5454107258,27.3336262921,27.33294447267851,-82.54617823976515,27.33430811152149,-82.54464321183484,"[(np.float64(27.33294447267851), np.float64(-82.54617823976515)), (np.float64(27.33430811152149), np.float64(-82.54464321183484))]"
71,732,0,202304,-82.5517412063,27.3679860773,27.36730425787851,-82.55250895838304,27.36866789672149,-82.55097345421694,"[(np.float64(27.36730425787851), np.float64(-82.55250895838304)), (np.float64(27.36866789672149), np.float64(-82.55097345421694))]"
72,524,0,202304,-82.5393637936,27.3570313685,27.35634954907851,-82.54013146971944,27.35771318792149,-82.53859611748057,"[(np.float64(27.35634954907851), np.float64(-82.54013146971944)), (np.float64(27.35771318792149), np.float64(-82.53859611748057))]"
73,1606,0,202304,-82.530075786,27.3474392183,27.34675739887851,-82.53084339563964,27.34812103772149,-82.52930817636036,"[(np.float64(27.34675739887851), np.float64(-82.53084339563964)), (np.float64(27.34812103772149), np.float64(-82.52930817636036))]"
74,41,0,202304,-82.5423373477,27.3350136459,27.334331826478508,-82.5431048712715,27.33569546532149,-82.5415698241285,"[(np.float64(27.334331826478508), np.float64(-82.5431048712715)), (np.float64(27.33569546532149), np.float64(-82.5415698241285))]"
75,1383,0,202304,-82.5470520745,27.3542506892,27.35356886977851,-82.54781973134413,27.35493250862149,-82.54628441765587,"[(np.float64(27.35356886977851), np.float64(-82.54781973134413)), (np.float64(27.35493250862149), np.float64(-82.54628441765587))]"
76,1040,0,202304,-82.5470047814,27.3446231687,27.34394134927851,-82.54777237152888,27.34530498812149,-82.54623719127113,"[(np.float64(27.34394134927851), np.float64(-82.54777237152888)), (np.float64(27.34530498812149), np.float64(-82.54623719127113))]"
77,1393,0,202304,-82.5362896971,27.3584185951,27.35773677567851,-82.53705738283655,27.359100414521492,-82.53552201136345,"[(np.float64(27.35773677567851), np.float64(-82.53705738283655)), (np.float64(27.359100414521492), np.float64(-82.53552201136345))]"
78,375,0,202304,-82.5301347208,27.359817486,27.35913566657851,-82.53090241623522,27.36049930542149,-82.52936702536479,"[(np.float64(27.35913566657851), np.float64(-82.53090241623522)), (np.float64(27.36049930542149), np.float64(-82.52936702536479))]"
79,1158,0,202304,-82.5253967091,27.3350783794,27.334396559978508,-82.52616423311974,27.33576019882149,-82.52462918508024,"[(np.float64(27.334396559978508), np.float64(-82.52616423311974)), (np.float64(27.33576019882149), np.float64(-82.52462918508024))]"
80,227,0,202304,-82.5347427094,27.3570491416,27.35636732217851,-82.53551038564265,27.357730961021492,-82.53397503315736,"[(np.float64(27.35636732217851), np.float64(-82.53551038564265)), (np.float64(27.357730961021492), np.float64(-82.53397503315736))]"
81,893,0,202304,-82.5300626945,27.3446884892,27.34400666977851,-82.53083028508141,27.34537030862149,-82.5292951039186,"[(np.float64(27.34400666977851), np.float64(-82.53083028508141)), (np.float64(27.34537030862149), np.float64(-82.5292951039186))]"
82,699,0,202304,-82.5392572358,27.3350255684,27.334343748978508,-82.54002475945406,27.33570738782149,-82.53848971214593,"[(np.float64(27.334343748978508), np.float64(-82.54002475945406)), (np.float64(27.33570738782149), np.float64(-82.53848971214593))]"
83,2622,0,202304,-82.5408173194,27.3391457074,27.33846388797851,-82.54158487158688,27.33982752682149,-82.54004976721313,"[(np.float64(27.33846388797851), np.float64(-82.54158487158688)), (np.float64(27.33982752682149), np.float64(-82.54004976721313))]"
84,65,0,202304,-82.540837351,27.3432717968,27.34258997737851,-82.54160493176701,27.34395361622149,-82.54006977023298,"[(np.float64(27.34258997737851), np.float64(-82.54160493176701)), (np.float64(27.34395361622149), np.float64(-82.54006977023298))]"
85,2114,0,202304,-82.5285094504,27.3419435946,27.34126177517851,-82.5292770219663,27.34262541402149,-82.5277418788337,"[(np.float64(27.34126177517851), np.float64(-82.5292770219663)), (np.float64(27.34262541402149), np.float64(-82.5277418788337))]"
86,2671,0,202304,-82.5331891729,27.354304308,27.35362248857851,-82.53395683011578,27.35498612742149,-82.5324215156842,"[(np.float64(27.35362248857851), np.float64(-82.53395683011578)), (np.float64(27.35498612742149), np.float64(-82.5324215156842))]"
87,2736,0,202304,-82.5776800818,27.3197427282,27.31906090877851,-82.57844749967038,27.320424547621492,-82.57691266392962,"[(np.float64(27.31906090877851), np.float64(-82.57844749967038)), (np.float64(27.320424547621492), np.float64(-82.57691266392962))]"
88,1619,0,202304,-82.5439378401,27.3473859209,27.346704101478508,-82.54470544937035,27.34806774032149,-82.54317023082965,"[(np.float64(27.346704101478508), np.float64(-82.54470544937035)), (np.float64(27.34806774032149), np.float64(-82.54317023082965))]"
89,339,0,202304,-82.5439311229,27.3460105596,27.34532874017851,-82.54469872264094,27.34669237902149,-82.54316352315907,"[(np.float64(27.34532874017851), np.float64(-82.54469872264094)), (np.float64(27.34669237902149), np.float64(-82.54316352315907))]"
90,2071,0,202304,-82.5316422808,27.352934818,27.35225299857851,-82.53240992852365,27.353616637421492,-82.53087463307635,"[(np.float64(27.35225299857851), np.float64(-82.53240992852365)), (np.float64(27.353616637421492), np.float64(-82.53087463307635))]"
91,641,0,202304,-82.543978153,27.3556380831,27.35495626367851,-82.54474581946101,27.35631990252149,-82.54321048653898,"[(np.float64(27.35495626367851), np.float64(-82.54474581946101)), (np.float64(27.35631990252149), np.float64(-82.54321048653898))]"
92,113,0,202304,-82.5501870965,27.3652414455,27.36455962607851,-82.5509548295468,27.36592326492149,-82.5494193634532,"[(np.float64(27.36455962607851), np.float64(-82.5509548295468)), (np.float64(27.36592326492149), np.float64(-82.5494193634532))]"
93,904,0,202304,-82.5776729564,27.3183673694,27.31768554997851,-82.57844036475463,27.31904918882149,-82.57690554804536,"[(np.float64(27.31768554997851), np.float64(-82.57844036475463)), (np.float64(27.31904918882149), np.float64(-82.57690554804536))]"
94,148,0,202304,-82.5501666994,27.3611153756,27.36043355617851,-82.55093440383426,27.36179719502149,-82.54939899496573,"[(np.float64(27.36043355617851), np.float64(-82.55093440383426)), (np.float64(27.36179719502149), np.float64(-82.54939899496573))]"
95,1334,0,202304,-82.5316225816,27.3488087281,27.34812690867851,-82.53239020072921,27.34949054752149,-82.5308549624708,"[(np.float64(27.34812690867851), np.float64(-82.53239020072921)), (np.float64(27.34949054752149), np.float64(-82.5308549624708))]"
96,720,0,202304,-82.5300888794,27.3501899464,27.34950812697851,-82.53085650810058,27.35087176582149,-82.52932125069941,"[(np.float64(27.34950812697851), np.float64(-82.53085650810058)), (np.float64(27.35087176582149), np.float64(-82.52932125069941))]"
97,2510,0,202304,-82.5439244063,27.344635198,27.343953378578508,-82.5446919965122,27.34531701742149,-82.54315681608779,"[(np.float64(27.343953378578508), np.float64(-82.5446919965122)), (np.float64(27.34531701742149), np.float64(-82.54315681608779))]"
98,1744,0,202304,-82.5299384181,27.3185565079,27.317874688478508,-82.5307058277632,27.31923832732149,-82.5291710084368,"[(np.float64(27.317874688478508), np.float64(-82.5307058277632)), (np.float64(27.31923832732149), np.float64(-82.5291710084368))]"
99,512,0,202304,-82.5469912735,27.3418724461,27.341190626678507,-82.54775884457347,27.34255426552149,-82.54622370242653,"[(np.float64(27.341190626678507), np.float64(-82.54775884457347)), (np.float64(27.34255426552149), np.float64(-82.54622370242653))]"
100,14,0,202304,-82.5208279638,27.3460986192,27.34541679977851,-82.52159556415106,27.34678043862149,-82.52006036344895,"[(np.float64(27.34541679977851), np.float64(-82.52159556415106)), (np.float64(27.34678043862149), np.float64(-82.52006036344895))]"
