Rank,grid_id,Crime_T1,Target_Period,center_longitude,center_latitude,southwest_lat,southwest_lng,northeast_lat,northeast_lng,bounds
30,1573,1,202304,-82.5454107258,27.3336262921,27.33294447267851,-82.54617823976515,27.33430811152149,-82.54464321183484,"[(np.float64(27.33294447267851), np.float64(-82.54617823976515)), (np.float64(27.33430811152149), np.float64(-82.54464321183484))]"
31,1681,1,202304,-82.5300234312,27.3364362952,27.335754475778508,-82.53079096462294,27.33711811462149,-82.52925589777705,"[(np.float64(27.335754475778508), np.float64(-82.53079096462294)), (np.float64(27.33711811462149), np.float64(-82.52925589777705))]"
32,1931,0,202304,-82.4976816877,27.3365552502,27.33587343077851,-82.4984492219467,27.33723706962149,-82.49691415345329,"[(np.float64(27.33587343077851), np.float64(-82.4984492219467)), (np.float64(27.33723706962149), np.float64(-82.49691415345329))]"
33,1135,1,202304,-82.5347559234,27.3597998638,27.35911804437851,-82.53552361871303,27.36048168322149,-82.53398822808697,"[(np.float64(27.35911804437851), np.float64(-82.53552361871303)), (np.float64(27.36048168322149), np.float64(-82.53398822808697))]"
34,1383,0,202304,-82.5470520745,27.3542506892,27.35356886977851,-82.54781973134413,27.35493250862149,-82.54628441765587,"[(np.float64(27.35356886977851), np.float64(-82.54781973134413)), (np.float64(27.35493250862149), np.float64(-82.54628441765587))]"
35,120,2,202304,-82.5332221117,27.3611811159,27.36049929647851,-82.5339898165901,27.36186293532149,-82.5324544068099,"[(np.float64(27.36049929647851), np.float64(-82.5339898165901)), (np.float64(27.36186293532149), np.float64(-82.5324544068099))]"
36,1326,0,202304,-82.5392705489,27.3377762972,27.33709447777851,-82.54003809160275,27.338458116621492,-82.53850300619726,"[(np.float64(27.33709447777851), np.float64(-82.54003809160275)), (np.float64(27.338458116621492), np.float64(-82.53850300619726))]"
37,1163,0,202304,-82.5469642633,27.3363709976,27.33568917817851,-82.54773179627077,27.33705281702149,-82.54619673032923,"[(np.float64(27.33568917817851), np.float64(-82.54773179627077)), (np.float64(27.33705281702149), np.float64(-82.54619673032923))]"
38,2451,0,202304,-82.5331957597,27.3556796701,27.354997850678508,-82.5339634264493,27.35636148952149,-82.53242809295071,"[(np.float64(27.354997850678508), np.float64(-82.5339634264493)), (np.float64(27.35636148952149), np.float64(-82.53242809295071))]"
39,2671,0,202304,-82.5331891729,27.354304308,27.35362248857851,-82.53395683011578,27.35498612742149,-82.5324215156842,"[(np.float64(27.35362248857851), np.float64(-82.53395683011578)), (np.float64(27.35498612742149), np.float64(-82.5324215156842))]"
40,116,1,202304,-82.5315766331,27.3391811756,27.33849935617851,-82.53234418553254,27.33986299502149,-82.53080908066747,"[(np.float64(27.33849935617851), np.float64(-82.53234418553254)), (np.float64(27.33986299502149), np.float64(-82.53080908066747))]"
41,910,1,202304,-82.5423507368,27.3377643733,27.33708255387851,-82.54311827942017,27.33844619272149,-82.54158319417984,"[(np.float64(27.33708255387851), np.float64(-82.54311827942017)), (np.float64(27.33844619272149), np.float64(-82.54158319417984))]"
42,2142,1,202304,-82.540797292,27.3350196156,27.33433779617851,-82.54156481561283,27.33570143502149,-82.54002976838716,"[(np.float64(27.33433779617851), np.float64(-82.54156481561283)), (np.float64(27.33570143502149), np.float64(-82.54002976838716))]"
43,2505,1,202304,-82.5392772062,27.3391516612,27.338469841778508,-82.54004475842811,27.33983348062149,-82.53850965397189,"[(np.float64(27.338469841778508), np.float64(-82.54004475842811)), (np.float64(27.33983348062149), np.float64(-82.53850965397189))]"
44,113,0,202304,-82.5501870965,27.3652414455,27.36455962607851,-82.5509548295468,27.36592326492149,-82.5494193634532,"[(np.float64(27.36455962607851), np.float64(-82.5509548295468)), (np.float64(27.36592326492149), np.float64(-82.5494193634532))]"
45,2114,0,202304,-82.5285094504,27.3419435946,27.34126177517851,-82.5292770219663,27.34262541402149,-82.5277418788337,"[(np.float64(27.34126177517851), np.float64(-82.5292770219663)), (np.float64(27.34262541402149), np.float64(-82.5277418788337))]"
46,1706,3,202304,-82.5332089348,27.3584303935,27.35774857407851,-82.53397662061835,27.35911221292149,-82.53244124898166,"[(np.float64(27.35774857407851), np.float64(-82.53397662061835)), (np.float64(27.35911221292149), np.float64(-82.53244124898166))]"
47,2184,0,202304,-82.5438908301,27.3377583859,27.33707656647851,-82.54465837267871,27.33844020532149,-82.54312328752128,"[(np.float64(27.33707656647851), np.float64(-82.54465837267871)), (np.float64(27.33844020532149), np.float64(-82.54312328752128))]"
48,2606,2,202304,-82.5238760484,27.3392102656,27.338528446178508,-82.524643601034,27.33989208502149,-82.523108495766,"[(np.float64(27.338528446178508), np.float64(-82.524643601034)), (np.float64(27.33989208502149), np.float64(-82.523108495766))]"
49,404,1,202304,-82.5362830712,27.3570432342,27.356361414778508,-82.5370507474017,27.35772505362149,-82.53551539499831,"[(np.float64(27.356361414778508), np.float64(-82.5370507474017)), (np.float64(27.35772505362149), np.float64(-82.53551539499831))]"
50,150,0,202304,-82.5378300775,27.3584126704,27.35773085097851,-82.53859776319547,27.35909448982149,-82.53706239180454,"[(np.float64(27.35773085097851), np.float64(-82.53859776319547)), (np.float64(27.35909448982149), np.float64(-82.53706239180454))]"
51,506,0,202304,-82.5298534835,27.3006766746,27.299994855178507,-82.53062076951774,27.30135849402149,-82.52908619748227,"[(np.float64(27.299994855178507), np.float64(-82.53062076951774)), (np.float64(27.30135849402149), np.float64(-82.52908619748227))]"
52,593,0,202304,-82.5347493162,27.3584245028,27.357742683378508,-82.53551700197751,27.35910632222149,-82.5339816304225,"[(np.float64(27.357742683378508), np.float64(-82.53551700197751)), (np.float64(27.35910632222149), np.float64(-82.5339816304225))]"
53,2348,0,202304,-82.5316816918,27.3611869903,27.360505170878508,-82.53244939673084,27.36186880972149,-82.53091398686917,"[(np.float64(27.360505170878508), np.float64(-82.53244939673084)), (np.float64(27.36186880972149), np.float64(-82.53091398686917))]"
54,2420,0,202304,-82.5454645941,27.3446291918,27.34394737237851,-82.5462321842706,27.34531101122149,-82.5446970039294,"[(np.float64(27.34394737237851), np.float64(-82.5462321842706)), (np.float64(27.34531101122149), np.float64(-82.5446970039294))]"
55,705,4,202304,-82.531668553,27.3584362673,27.35775444787851,-82.53243623885906,27.35911808672149,-82.53090086714094,"[(np.float64(27.35775444787851), np.float64(-82.53243623885906)), (np.float64(27.35911808672149), np.float64(-82.53090086714094))]"
56,983,1,202304,-82.542444514,27.3570194348,27.35633761537851,-82.5432121900367,27.357701254221492,-82.5416768379633,"[(np.float64(27.35633761537851), np.float64(-82.5432121900367)), (np.float64(27.357701254221492), np.float64(-82.5416768379633))]"
57,2117,0,202304,-82.4915213334,27.3365770596,27.33589524017851,-82.49228886779774,27.33725887902149,-82.49075379900226,"[(np.float64(27.33589524017851), np.float64(-82.49228886779774)), (np.float64(27.33725887902149), np.float64(-82.49075379900226))]"
58,2510,0,202304,-82.5439244063,27.344635198,27.343953378578508,-82.5446919965122,27.34531701742149,-82.54315681608779,"[(np.float64(27.343953378578508), np.float64(-82.5446919965122)), (np.float64(27.34531701742149), np.float64(-82.54315681608779))]"
59,1077,0,202304,-82.5548633793,27.3762259888,27.37554416937851,-82.55563118854975,27.376907808221493,-82.55409557005025,"[(np.float64(27.37554416937851), np.float64(-82.55563118854975)), (np.float64(27.376907808221493), np.float64(-82.55409557005025))]"
60,1619,0,202304,-82.5439378401,27.3473859209,27.346704101478508,-82.54470544937035,27.34806774032149,-82.54317023082965,"[(np.float64(27.346704101478508), np.float64(-82.54470544937035)), (np.float64(27.34806774032149), np.float64(-82.54317023082965))]"
61,37,2,202304,-82.5177447387,27.3514241268,27.35074230737851,-82.51851237595362,27.352105946221492,-82.51697710144639,"[(np.float64(27.35074230737851), np.float64(-82.51851237595362)), (np.float64(27.352105946221492), np.float64(-82.51697710144639))]"
62,1350,2,202304,-82.5316028866,27.3446826358,27.34400081637851,-82.53237047714086,27.345364455221493,-82.53083529605914,"[(np.float64(27.34400081637851), np.float64(-82.53237047714086)), (np.float64(27.345364455221493), np.float64(-82.53083529605914))]"
63,1983,0,202304,-82.5300365171,27.3391870276,27.33850520817851,-82.53080406957307,27.339868847021492,-82.52926896462694,"[(np.float64(27.33850520817851), np.float64(-82.53080406957307)), (np.float64(27.339868847021492), np.float64(-82.52926896462694))]"
64,1744,1,202304,-82.5299384181,27.3185565079,27.317874688478508,-82.5307058277632,27.31923832732149,-82.5291710084368,"[(np.float64(27.317874688478508), np.float64(-82.5307058277632)), (np.float64(27.31923832732149), np.float64(-82.5291710084368))]"
65,459,0,202304,-82.533215523,27.3598057548,27.35912393537851,-82.53398321835388,27.36048757422149,-82.53244782764611,"[(np.float64(27.35912393537851), np.float64(-82.53398321835388)), (np.float64(27.36048757422149), np.float64(-82.53244782764611))]"
66,2010,1,202304,-82.542424411,27.3528933547,27.35221153527851,-82.54319205843628,27.35357517412149,-82.54165676356372,"[(np.float64(27.35221153527851), np.float64(-82.54319205843628)), (np.float64(27.35357517412149), np.float64(-82.54165676356372))]"
67,2401,1,202304,-82.5254031944,27.3364537471,27.335771927678508,-82.5261707279438,27.33713556652149,-82.52463566085619,"[(np.float64(27.335771927678508), np.float64(-82.5261707279438)), (np.float64(27.33713556652149), np.float64(-82.52463566085619))]"
68,1411,4,202304,-82.5378367228,27.3597880306,27.35910621117851,-82.53860441803099,27.36046985002149,-82.537069027569,"[(np.float64(27.35910621117851), np.float64(-82.53860441803099)), (np.float64(27.36046985002149), np.float64(-82.537069027569))]"
69,1606,2,202304,-82.530075786,27.3474392183,27.34675739887851,-82.53084339563964,27.34812103772149,-82.52930817636036,"[(np.float64(27.34675739887851), np.float64(-82.53084339563964)), (np.float64(27.34812103772149), np.float64(-82.52930817636036))]"
70,799,0,202304,-82.5301281707,27.358442124,27.35776030457851,-82.53089585659966,27.35912394342149,-82.52936048480034,"[(np.float64(27.35776030457851), np.float64(-82.53089585659966)), (np.float64(27.35912394342149), np.float64(-82.52936048480034))]"
71,2307,0,202304,-82.5362963234,27.3597939557,27.359112136278508,-82.53706401867207,27.36047577512149,-82.53552862812792,"[(np.float64(27.359112136278508), np.float64(-82.53706401867207)), (np.float64(27.36047577512149), np.float64(-82.53552862812792))]"
72,375,1,202304,-82.5301347208,27.359817486,27.35913566657851,-82.53090241623522,27.36049930542149,-82.52936702536479,"[(np.float64(27.35913566657851), np.float64(-82.53090241623522)), (np.float64(27.36049930542149), np.float64(-82.52936702536479))]"
73,1904,1,202304,-82.5393771218,27.3597820886,27.35910026917851,-82.5401448169898,27.36046390802149,-82.53860942661021,"[(np.float64(27.35910026917851), np.float64(-82.5401448169898)), (np.float64(27.36046390802149), np.float64(-82.53860942661021))]"
74,1743,1,202304,-82.540904154,27.3570254101,27.35634359067851,-82.54167183007813,27.35770722952149,-82.54013647792188,"[(np.float64(27.35634359067851), np.float64(-82.54167183007813)), (np.float64(27.35770722952149), np.float64(-82.54013647792188))]"
75,2384,1,202304,-82.534736103,27.3556737801,27.354991960678507,-82.53550376970847,27.35635559952149,-82.53396843629153,"[(np.float64(27.354991960678507), np.float64(-82.53550376970847)), (np.float64(27.35635559952149), np.float64(-82.53396843629153))]"
76,227,0,202304,-82.5347427094,27.3570491416,27.35636732217851,-82.53551038564265,27.357730961021492,-82.53397503315736,"[(np.float64(27.35636732217851), np.float64(-82.53551038564265)), (np.float64(27.357730961021492), np.float64(-82.53397503315736))]"
77,792,0,202304,-82.4976878313,27.3379306236,27.337248804178508,-82.49845537507153,27.33861244302149,-82.49692028752847,"[(np.float64(27.337248804178508), np.float64(-82.49845537507153)), (np.float64(27.33861244302149), np.float64(-82.49692028752847))]"
78,1262,0,202304,-82.5393504672,27.3542806473,27.35359882787851,-82.54011812425178,27.354962466721492,-82.53858281014821,"[(np.float64(27.35359882787851), np.float64(-82.54011812425178)), (np.float64(27.354962466721492), np.float64(-82.53858281014821))]"
79,2301,1,202304,-82.5301019746,27.3529406734,27.35225885397851,-82.53086962236424,27.35362249282149,-82.52933432683577,"[(np.float64(27.35225885397851), np.float64(-82.53086962236424)), (np.float64(27.35362249282149), np.float64(-82.52933432683577))]"
80,2725,4,202304,-82.5408306733,27.3418964339,27.34121461447851,-82.54159824453961,27.34257825332149,-82.54006310206037,"[(np.float64(27.34121461447851), np.float64(-82.54159824453961)), (np.float64(27.34257825332149), np.float64(-82.54006310206037))]"
81,1991,1,202304,-82.5532953938,27.3707306896,27.370048870178508,-82.55406316492186,27.37141250902149,-82.55252762267814,"[(np.float64(27.370048870178508), np.float64(-82.55406316492186)), (np.float64(27.37141250902149), np.float64(-82.55252762267814))]"
82,2101,0,202304,-82.5533227567,27.3762321051,27.37555028567851,-82.5540905659922,27.376913924521492,-82.5525549474078,"[(np.float64(27.37555028567851), np.float64(-82.5540905659922)), (np.float64(27.376913924521492), np.float64(-82.5525549474078))]"
83,2130,0,202304,-82.5130762096,27.3351241683,27.334442348878508,-82.51384373393681,27.33580598772149,-82.51230868526319,"[(np.float64(27.334442348878508), np.float64(-82.51384373393681)), (np.float64(27.33580598772149), np.float64(-82.51230868526319))]"
84,85,2,202304,-82.5393704575,27.3584067287,27.35772490927851,-82.54013814315428,27.35908854812149,-82.53860277184572,"[(np.float64(27.35772490927851), np.float64(-82.54013814315428)), (np.float64(27.35908854812149), np.float64(-82.53860277184572))]"
85,34,1,202304,-82.5115487739,27.3378805566,27.337198737178507,-82.5123163173248,27.33856237602149,-82.5107812304752,"[(np.float64(27.337198737178507), np.float64(-82.5123163173248)), (np.float64(27.33856237602149), np.float64(-82.5107812304752))]"
86,699,1,202304,-82.5392572358,27.3350255684,27.334343748978508,-82.54002475945406,27.33570738782149,-82.53848971214593,"[(np.float64(27.334343748978508), np.float64(-82.54002475945406)), (np.float64(27.33570738782149), np.float64(-82.53848971214593))]"
87,1334,1,202304,-82.5316225816,27.3488087281,27.34812690867851,-82.53239020072921,27.34949054752149,-82.5308549624708,"[(np.float64(27.34812690867851), np.float64(-82.53239020072921)), (np.float64(27.34949054752149), np.float64(-82.5308549624708))]"
88,691,0,202304,-82.5500783624,27.343235711,27.342553891578508,-82.55084594291704,27.34391753042149,-82.54931078188297,"[(np.float64(27.342553891578508), np.float64(-82.55084594291704)), (np.float64(27.34391753042149), np.float64(-82.54931078188297))]"
89,732,0,202304,-82.5517412063,27.3679860773,27.36730425787851,-82.55250895838304,27.36866789672149,-82.55097345421694,"[(np.float64(27.36730425787851), np.float64(-82.55250895838304)), (np.float64(27.36866789672149), np.float64(-82.55097345421694))]"
90,877,0,202304,-82.5332287009,27.3625564766,27.361874657178507,-82.533996415327,27.36323829602149,-82.532460986473,"[(np.float64(27.361874657178507), np.float64(-82.533996415327)), (np.float64(27.36323829602149), np.float64(-82.532460986473))]"
91,1700,2,202304,-82.5438841163,27.3363830227,27.33570120327851,-82.54465164935405,27.337064842121492,-82.54311658324596,"[(np.float64(27.33570120327851), np.float64(-82.54465164935405)), (np.float64(27.337064842121492), np.float64(-82.54311658324596))]"
92,1798,2,202304,-82.5532885542,27.369355335,27.36867351557851,-82.55405631578095,27.370037154421492,-82.55252079261903,"[(np.float64(27.36867351557851), np.float64(-82.55405631578095)), (np.float64(27.370037154421492), np.float64(-82.55252079261903))]"
93,293,1,202304,-82.536269821,27.3542925116,27.35361069217851,-82.53703747813402,27.35497433102149,-82.53550216386598,"[(np.float64(27.35361069217851), np.float64(-82.53703747813402)), (np.float64(27.35497433102149), np.float64(-82.53550216386598))]"
94,1578,1,202304,-82.5378234326,27.3570373098,27.356355490378508,-82.53859110876063,27.35771912922149,-82.53705575643939,"[(np.float64(27.356355490378508), np.float64(-82.53859110876063)), (np.float64(27.35771912922149), np.float64(-82.53705575643939))]"
95,1040,0,202304,-82.5470047814,27.3446231687,27.34394134927851,-82.54777237152888,27.34530498812149,-82.54623719127113,"[(np.float64(27.34394134927851), np.float64(-82.54777237152888)), (np.float64(27.34530498812149), np.float64(-82.54623719127113))]"
96,1549,0,202304,-82.5378101443,27.354286588,27.35360476857851,-82.53857780139296,27.35496840742149,-82.53704248720703,"[(np.float64(27.35360476857851), np.float64(-82.53857780139296)), (np.float64(27.35496840742149), np.float64(-82.53704248720703))]"
97,1279,0,202304,-82.5331167487,27.3391753067,27.33849348727851,-82.53388430109187,27.33985712612149,-82.53234919630812,"[(np.float64(27.33849348727851), np.float64(-82.53388430109187)), (np.float64(27.33985712612149), np.float64(-82.53234919630812))]"
98,617,1,202304,-82.5331035867,27.3364245757,27.33574275627851,-82.53387112004178,27.33710639512149,-82.53233605335821,"[(np.float64(27.33574275627851), np.float64(-82.53387112004178)), (np.float64(27.33710639512149), np.float64(-82.53233605335821))]"
99,126,0,202304,-82.5548565188,27.3748506357,27.37416881627851,-82.55562431850615,27.37553245512149,-82.55408871909384,"[(np.float64(27.37416881627851), np.float64(-82.55562431850615)), (np.float64(27.37553245512149), np.float64(-82.55408871909384))]"
100,133,0,202304,-82.5377370925,27.3391575981,27.33847577867851,-82.53850464476923,27.339839417521492,-82.53696954023076,"[(np.float64(27.33847577867851), np.float64(-82.53850464476923)), (np.float64(27.339839417521492), np.float64(-82.53696954023076))]"
