Rank,grid_id,Crime_T1,Target_Period,center_longitude,center_latitude,southwest_lat,southwest_lng,northeast_lat,northeast_lng,bounds
38,120,2,202302,-82.5332221117,27.3611811159,27.358931113649998,-82.53575553576452,27.36343111815,-82.53068868763548,"[(np.float64(27.358931113649998), np.float64(-82.53575553576452)), (np.float64(27.36343111815), np.float64(-82.53068868763548))]"
39,2451,1,202302,-82.5331957597,27.3556796701,27.353429667849998,-82.53572905789997,27.35792967235,-82.53066246150004,"[(np.float64(27.353429667849998), np.float64(-82.53572905789997)), (np.float64(27.35792967235), np.float64(-82.53066246150004))]"
40,113,0,202302,-82.5501870965,27.3652414455,27.36299144325,-82.55272061348157,27.36749144775,-82.54765357951842,"[(np.float64(27.36299144325), np.float64(-82.55272061348157)), (np.float64(27.36749144775), np.float64(-82.54765357951842))]"
41,2114,1,202302,-82.5285094504,27.3419435946,27.33969359235,-82.53104243449634,27.34419359685,-82.52597646630365,"[(np.float64(27.33969359235), np.float64(-82.53104243449634)), (np.float64(27.34419359685), np.float64(-82.52597646630365))]"
42,2142,0,202302,-82.540797292,27.3350196156,27.33276961335,-82.54333011785003,27.33726961785,-82.53826446614995,"[(np.float64(27.33276961335), np.float64(-82.54333011785003)), (np.float64(27.33726961785), np.float64(-82.53826446614995))]"
43,2184,3,202302,-82.5438908301,27.3377583859,27.335508383649998,-82.54642371853737,27.34000838815,-82.54135794166262,"[(np.float64(27.335508383649998), np.float64(-82.54642371853737)), (np.float64(27.34000838815), np.float64(-82.54135794166262))]"
44,116,2,202302,-82.5315766331,27.3391811756,27.33693117335,-82.53410955405495,27.34143117785,-82.52904371214505,"[(np.float64(27.33693117335), np.float64(-82.53410955405495)), (np.float64(27.34143117785), np.float64(-82.52904371214505))]"
45,910,2,202302,-82.5423507368,27.3377643733,27.33551437105,-82.54488362537421,27.340014375550002,-82.5398178482258,"[(np.float64(27.33551437105), np.float64(-82.54488362537421)), (np.float64(27.340014375550002), np.float64(-82.5398178482258))]"
46,2505,1,202302,-82.5392772062,27.3391516612,27.336901658949998,-82.54181012648039,27.34140166345,-82.53674428591961,"[(np.float64(27.336901658949998), np.float64(-82.54181012648039)), (np.float64(27.34140166345), np.float64(-82.53674428591961))]"
47,1706,0,202302,-82.5332089348,27.3584303935,27.35618039125,-82.53574229592778,27.360680395750002,-82.53067557367223,"[(np.float64(27.35618039125), np.float64(-82.53574229592778)), (np.float64(27.360680395750002), np.float64(-82.53067557367223))]"
48,150,1,202302,-82.5378300775,27.3584126704,27.35616266815,-82.5403634382223,27.36066267265,-82.53529671677771,"[(np.float64(27.35616266815), np.float64(-82.5403634382223)), (np.float64(27.36066267265), np.float64(-82.53529671677771))]"
49,2606,1,202302,-82.5238760484,27.3392102656,27.336960263349997,-82.52640897001983,27.34146026785,-82.52134312678017,"[(np.float64(27.336960263349997), np.float64(-82.52640897001983)), (np.float64(27.34146026785), np.float64(-82.52134312678017))]"
50,2420,2,202302,-82.5454645941,27.3446291918,27.342379189549998,-82.54799763959048,27.34687919405,-82.54293154860952,"[(np.float64(27.342379189549998), np.float64(-82.54799763959048)), (np.float64(27.34687919405), np.float64(-82.54293154860952))]"
51,404,1,202302,-82.5362830712,27.3570432342,27.354793231949998,-82.53881640059285,27.35929323645,-82.53374974180716,"[(np.float64(27.354793231949998), np.float64(-82.53881640059285)), (np.float64(27.35929323645), np.float64(-82.53374974180716))]"
52,593,0,202302,-82.5347493162,27.3584245028,27.356174500549997,-82.537282677193,27.36067450505,-82.53221595520701,"[(np.float64(27.356174500549997), np.float64(-82.537282677193)), (np.float64(27.36067450505), np.float64(-82.53221595520701))]"
53,2348,3,202302,-82.5316816918,27.3611869903,27.358936988049997,-82.53421511599893,27.36343699255,-82.52914826760107,"[(np.float64(27.358936988049997), np.float64(-82.53421511599893)), (np.float64(27.36343699255), np.float64(-82.52914826760107))]"
54,506,0,202302,-82.5298534835,27.3006766746,27.298426672349997,-82.53238552528684,27.30292667685,-82.52732144171317,"[(np.float64(27.298426672349997), np.float64(-82.53238552528684)), (np.float64(27.30292667685), np.float64(-82.52732144171317))]"
55,2117,2,202302,-82.4915213334,27.3365770596,27.33432705735,-82.4940541948402,27.33882706185,-82.4889884719598,"[(np.float64(27.33432705735), np.float64(-82.4940541948402)), (np.float64(27.33882706185), np.float64(-82.4889884719598))]"
56,2510,2,202302,-82.5439244063,27.344635198,27.342385195749998,-82.5464574519278,27.34688520025,-82.5413913606722,"[(np.float64(27.342385195749998), np.float64(-82.5464574519278)), (np.float64(27.34688520025), np.float64(-82.5413913606722))]"
57,705,1,202302,-82.531668553,27.3584362673,27.35618626505,-82.53420191426216,27.36068626955,-82.52913519173785,"[(np.float64(27.35618626505), np.float64(-82.53420191426216)), (np.float64(27.36068626955), np.float64(-82.52913519173785))]"
58,1077,0,202302,-82.5548633793,27.3762259888,27.37397598655,-82.55739714775109,27.378475991050003,-82.55232961084891,"[(np.float64(27.37397598655), np.float64(-82.55739714775109)), (np.float64(27.378475991050003), np.float64(-82.55232961084891))]"
59,37,1,202302,-82.5177447387,27.3514241268,27.34917412455,-82.52027793956432,27.353674129050003,-82.51521153783568,"[(np.float64(27.34917412455), np.float64(-82.52027793956432)), (np.float64(27.353674129050003), np.float64(-82.51521153783568))]"
60,1983,1,202302,-82.5300365171,27.3391870276,27.33693702535,-82.5325694381887,27.341437029850002,-82.5275035960113,"[(np.float64(27.33693702535), np.float64(-82.5325694381887)), (np.float64(27.341437029850002), np.float64(-82.5275035960113))]"
61,983,0,202302,-82.542444514,27.3570194348,27.35476943255,-82.5449778428484,27.359269437050003,-82.5399111851516,"[(np.float64(27.35476943255), np.float64(-82.5449778428484)), (np.float64(27.359269437050003), np.float64(-82.5399111851516))]"
62,1619,0,202302,-82.5439378401,27.3473859209,27.345135918649998,-82.5464709486196,27.34963592315,-82.5414047315804,"[(np.float64(27.345135918649998), np.float64(-82.5464709486196)), (np.float64(27.34963592315), np.float64(-82.5414047315804))]"
63,459,1,202302,-82.533215523,27.3598057548,27.35755575255,-82.53574891559502,27.36205575705,-82.53068213040497,"[(np.float64(27.35755575255), np.float64(-82.53574891559502)), (np.float64(27.36205575705), np.float64(-82.53068213040497))]"
64,1350,0,202302,-82.5316028866,27.3446826358,27.34243263355,-82.53413593331233,27.346932638050003,-82.52906983988767,"[(np.float64(27.34243263355), np.float64(-82.53413593331233)), (np.float64(27.346932638050003), np.float64(-82.52906983988767))]"
65,2010,1,202302,-82.542424411,27.3528933547,27.35064335245,-82.54495764546706,27.355143356950002,-82.53989117653293,"[(np.float64(27.35064335245), np.float64(-82.54495764546706)), (np.float64(27.355143356950002), np.float64(-82.53989117653293))]"
66,1744,0,202302,-82.5299384181,27.3185565079,27.316306505649997,-82.53247086791653,27.32080651015,-82.52740596828347,"[(np.float64(27.316306505649997), np.float64(-82.53247086791653)), (np.float64(27.32080651015), np.float64(-82.52740596828347))]"
67,2401,0,202302,-82.5254031944,27.3364537471,27.334203744849997,-82.5279360530222,27.33870374935,-82.5228703357778,"[(np.float64(27.334203744849997), np.float64(-82.5279360530222)), (np.float64(27.33870374935), np.float64(-82.5228703357778))]"
68,799,0,202302,-82.5301281707,27.358442124,27.35619212175,-82.53266153209614,27.36069212625,-82.52759480930385,"[(np.float64(27.35619212175), np.float64(-82.53266153209614)), (np.float64(27.36069212625), np.float64(-82.52759480930385))]"
69,1411,0,202302,-82.5378367228,27.3597880306,27.35753802835,-82.54037011498949,27.362038032850002,-82.5353033306105,"[(np.float64(27.35753802835), np.float64(-82.54037011498949)), (np.float64(27.362038032850002), np.float64(-82.5353033306105))]"
70,1606,0,202302,-82.530075786,27.3474392183,27.34518921605,-82.53260889573826,27.34968922055,-82.52754267626173,"[(np.float64(27.34518921605), np.float64(-82.53260889573826)), (np.float64(27.34968922055), np.float64(-82.52754267626173))]"
71,2307,0,202302,-82.5362963234,27.3597939557,27.357543953449998,-82.53882971572506,27.36204395795,-82.53376293107493,"[(np.float64(27.357543953449998), np.float64(-82.53882971572506)), (np.float64(27.36204395795), np.float64(-82.53376293107493))]"
72,2384,2,202302,-82.534736103,27.3556737801,27.353423777849997,-82.53726940106523,27.35792378235,-82.53220280493477,"[(np.float64(27.353423777849997), np.float64(-82.53726940106523)), (np.float64(27.35792378235), np.float64(-82.53220280493477))]"
73,375,1,202302,-82.5301347208,27.359817486,27.35756748375,-82.53266811366345,27.362067488250002,-82.52760132793657,"[(np.float64(27.35756748375), np.float64(-82.53266811366345)), (np.float64(27.362067488250002), np.float64(-82.52760132793657))]"
74,227,0,202302,-82.5347427094,27.3570491416,27.35479913935,-82.537276038928,27.359299143850002,-82.53220937987201,"[(np.float64(27.35479913935), np.float64(-82.537276038928)), (np.float64(27.359299143850002), np.float64(-82.53220937987201))]"
75,792,0,202302,-82.4976878313,27.3379306236,27.335680621349997,-82.50022072367369,27.34018062585,-82.4951549389263,"[(np.float64(27.335680621349997), np.float64(-82.50022072367369)), (np.float64(27.34018062585), np.float64(-82.4951549389263))]"
76,1262,0,202302,-82.5393504672,27.3542806473,27.35203064505,-82.5418837333982,27.356530649550002,-82.5368172010018,"[(np.float64(27.35203064505), np.float64(-82.5418837333982)), (np.float64(27.356530649550002), np.float64(-82.5368172010018))]"
77,2301,1,202302,-82.5301019746,27.3529406734,27.350690671149998,-82.53263521014934,27.35519067565,-82.52756873905066,"[(np.float64(27.350690671149998), np.float64(-82.53263521014934)), (np.float64(27.35519067565), np.float64(-82.52756873905066))]"
78,1904,0,202302,-82.5393771218,27.3597820886,27.35753208635,-82.54191051385354,27.36203209085,-82.53684372974647,"[(np.float64(27.35753208635), np.float64(-82.54191051385354)), (np.float64(27.36203209085), np.float64(-82.53684372974647))]"
79,1743,0,202302,-82.540904154,27.3570254101,27.35477540785,-82.5434374829851,27.35927541235,-82.53837082501491,"[(np.float64(27.35477540785), np.float64(-82.5434374829851)), (np.float64(27.35927541235), np.float64(-82.53837082501491))]"
80,1991,0,202302,-82.5532953938,27.3707306896,27.368480687349997,-82.55582903642915,27.37298069185,-82.55076175117085,"[(np.float64(27.368480687349997), np.float64(-82.55582903642915)), (np.float64(27.37298069185), np.float64(-82.55076175117085))]"
81,2101,0,202302,-82.5533227567,27.3762321051,27.37398210285,-82.55585652529115,27.378482107350003,-82.55078898810885,"[(np.float64(27.37398210285), np.float64(-82.55585652529115)), (np.float64(27.378482107350003), np.float64(-82.55078898810885))]"
82,2130,2,202302,-82.5130762096,27.3351241683,27.332874166049997,-82.51560903783916,27.33737417055,-82.51054338136085,"[(np.float64(27.332874166049997), np.float64(-82.51560903783916)), (np.float64(27.33737417055), np.float64(-82.51054338136085))]"
83,691,1,202302,-82.5500783624,27.343235711,27.340985708749997,-82.55261137603374,27.34548571325,-82.54754534876626,"[(np.float64(27.340985708749997), np.float64(-82.55261137603374)), (np.float64(27.34548571325), np.float64(-82.54754534876626))]"
84,699,0,202302,-82.5392572358,27.3350255684,27.332775566149998,-82.54179006178606,27.33727557065,-82.53672440981393,"[(np.float64(27.332775566149998), np.float64(-82.54179006178606)), (np.float64(27.33727557065), np.float64(-82.53672440981393))]"
85,34,3,202302,-82.5115487739,27.3378805566,27.335630554349997,-82.51408166512947,27.34013055885,-82.50901588267054,"[(np.float64(27.335630554349997), np.float64(-82.51408166512947)), (np.float64(27.34013055885), np.float64(-82.50901588267054))]"
86,2725,3,202302,-82.5408306733,27.3418964339,27.33964643165,-82.5433636563183,27.34414643615,-82.53829769028168,"[(np.float64(27.33964643165), np.float64(-82.5433636563183)), (np.float64(27.34414643615), np.float64(-82.53829769028168))]"
87,732,1,202302,-82.5517412063,27.3679860773,27.36573607505,-82.55427478610112,27.37023607955,-82.54920762649887,"[(np.float64(27.36573607505), np.float64(-82.55427478610112)), (np.float64(27.37023607955), np.float64(-82.54920762649887))]"
88,1334,1,202302,-82.5316225816,27.3488087281,27.34655872585,-82.53415572265382,27.35105873035,-82.52908944054619,"[(np.float64(27.34655872585), np.float64(-82.53415572265382)), (np.float64(27.35105873035), np.float64(-82.52908944054619))]"
89,877,0,202302,-82.5332287009,27.3625564766,27.360306474349997,-82.53576215643625,27.36480647885,-82.53069524536375,"[(np.float64(27.360306474349997), np.float64(-82.53576215643625)), (np.float64(27.36480647885), np.float64(-82.53069524536375))]"
90,293,1,202302,-82.536269821,27.3542925116,27.35204250935,-82.53880308746959,27.356542513850002,-82.53373655453042,"[(np.float64(27.35204250935), np.float64(-82.53880308746959)), (np.float64(27.356542513850002), np.float64(-82.53373655453042))]"
91,85,0,202302,-82.5393704575,27.3584067287,27.35615672645,-82.54190381808635,27.36065673095,-82.53683709691364,"[(np.float64(27.35615672645), np.float64(-82.54190381808635)), (np.float64(27.36065673095), np.float64(-82.53683709691364))]"
92,1040,0,202302,-82.5470047814,27.3446231687,27.34237316645,-82.54953782675278,27.34687317095,-82.54447173604723,"[(np.float64(27.34237316645), np.float64(-82.54953782675278)), (np.float64(27.34687317095), np.float64(-82.54447173604723))]"
93,1549,0,202302,-82.5378101443,27.354286588,27.35203658575,-82.5403434106341,27.356536590250002,-82.5352768779659,"[(np.float64(27.35203658575), np.float64(-82.5403434106341)), (np.float64(27.356536590250002), np.float64(-82.5352768779659))]"
94,1578,0,202302,-82.5378234326,27.3570373098,27.354787307549998,-82.54035676185732,27.35928731205,-82.53529010334269,"[(np.float64(27.354787307549998), np.float64(-82.54035676185732)), (np.float64(27.35928731205), np.float64(-82.53529010334269))]"
95,1279,0,202302,-82.5331167487,27.3391753067,27.33692530445,-82.53564966952081,27.34142530895,-82.53058382787918,"[(np.float64(27.33692530445), np.float64(-82.53564966952081)), (np.float64(27.34142530895), np.float64(-82.53058382787918))]"
96,1700,2,202302,-82.5438841163,27.3363830227,27.33413302045,-82.546416973306,27.338633024950003,-82.54135125929402,"[(np.float64(27.33413302045), np.float64(-82.546416973306)), (np.float64(27.338633024950003), np.float64(-82.54135125929402))]"
97,1798,0,202302,-82.5532885542,27.369355335,27.36710533275,-82.55582216534422,27.371605337250003,-82.55075494305576,"[(np.float64(27.36710533275), np.float64(-82.55582216534422)), (np.float64(27.371605337250003), np.float64(-82.55075494305576))]"
98,617,2,202302,-82.5331035867,27.3364245757,27.33417457345,-82.53563644465557,27.33867457795,-82.53057072874442,"[(np.float64(27.33417457345), np.float64(-82.53563644465557)), (np.float64(27.33867457795), np.float64(-82.53057072874442))]"
99,126,0,202302,-82.5548565188,27.3748506357,27.37260063345,-82.55739025575724,27.37710063795,-82.55232278184275,"[(np.float64(27.37260063345), np.float64(-82.55739025575724)), (np.float64(27.37710063795), np.float64(-82.55232278184275))]"
100,133,0,202302,-82.5377370925,27.3391575981,27.33690759585,-82.54027001291607,27.341407600350003,-82.53520417208392,"[(np.float64(27.33690759585), np.float64(-82.54027001291607)), (np.float64(27.341407600350003), np.float64(-82.53520417208392))]"
