Rank,grid_id,Actual_Crime_Count,Target_Period,center_longitude,center_latitude,southwest_lat,southwest_lng,northeast_lat,northeast_lng,bounds
19,1319,3,202303,-82.5501938965,27.3666168016,27.36593498217851,-82.55096163908568,27.36729862102149,-82.54942615391433,"[(np.float64(27.36593498217851), np.float64(-82.55096163908568)), (np.float64(27.36729862102149), np.float64(-82.54942615391433))]"
20,2606,2,202303,-82.5238760484,27.3392102656,27.338528446178508,-82.524643601034,27.33989208502149,-82.523108495766,"[(np.float64(27.338528446178508), np.float64(-82.524643601034)), (np.float64(27.33989208502149), np.float64(-82.523108495766))]"
21,2478,2,202303,-82.5208151014,27.3433478854,27.34266606597851,-82.52158268269412,27.34402970482149,-82.52004752010589,"[(np.float64(27.34266606597851), np.float64(-82.52158268269412)), (np.float64(27.34402970482149), np.float64(-82.52004752010589))]"
22,120,2,202303,-82.5332221117,27.3611811159,27.36049929647851,-82.5339898165901,27.36186293532149,-82.5324544068099,"[(np.float64(27.36049929647851), np.float64(-82.5339898165901)), (np.float64(27.36186293532149), np.float64(-82.5324544068099))]"
23,1350,2,202303,-82.5316028866,27.3446826358,27.34400081637851,-82.53237047714086,27.345364455221493,-82.53083529605914,"[(np.float64(27.34400081637851), np.float64(-82.53237047714086)), (np.float64(27.345364455221493), np.float64(-82.53083529605914))]"
24,1211,2,202303,-82.5517207492,27.3638600101,27.36317819067851,-82.55248847266645,27.364541829521492,-82.55095302573355,"[(np.float64(27.36317819067851), np.float64(-82.55248847266645)), (np.float64(27.364541829521492), np.float64(-82.55095302573355))]"
25,850,2,202303,-82.5362102182,27.3419142465,27.34123242707851,-82.53697778956301,27.34259606592149,-82.53544264683698,"[(np.float64(27.34123242707851), np.float64(-82.53697778956301)), (np.float64(27.34259606592149), np.float64(-82.53544264683698))]"
26,546,2,202303,-82.5298732545,27.2951418046,27.29445998517851,-82.53064050226534,27.29582362402149,-82.52910600673466,"[(np.float64(27.29445998517851), np.float64(-82.53064050226534)), (np.float64(27.29582362402149), np.float64(-82.52910600673466))]"
27,1187,2,202303,-82.528418141,27.3226884476,27.32200662817851,-82.52918557925334,27.32337026702149,-82.52765070274667,"[(np.float64(27.32200662817851), np.float64(-82.52918557925334)), (np.float64(27.32337026702149), np.float64(-82.52765070274667))]"
28,772,2,202303,-82.5299841846,27.3281840914,27.32750227197851,-82.53075166088885,27.32886591082149,-82.52921670831114,"[(np.float64(27.32750227197851), np.float64(-82.53075166088885)), (np.float64(27.32886591082149), np.float64(-82.52921670831114))]"
29,2594,2,202303,-82.5084309146,27.3296395711,27.32895775167851,-82.50919840096408,27.33032139052149,-82.50766342823592,"[(np.float64(27.32895775167851), np.float64(-82.50919840096408)), (np.float64(27.33032139052149), np.float64(-82.50766342823592))]"
30,2076,2,202303,-82.5424579184,27.3597701535,27.35908833407851,-82.54322561350705,27.360451972921492,-82.54169022329296,"[(np.float64(27.35908833407851), np.float64(-82.54322561350705)), (np.float64(27.360451972921492), np.float64(-82.54169022329296))]"
31,85,2,202303,-82.5393704575,27.3584067287,27.35772490927851,-82.54013814315428,27.35908854812149,-82.53860277184572,"[(np.float64(27.35772490927851), np.float64(-82.54013814315428)), (np.float64(27.35908854812149), np.float64(-82.53860277184572))]"
32,1798,2,202303,-82.5532885542,27.369355335,27.36867351557851,-82.55405631578095,27.370037154421492,-82.55252079261903,"[(np.float64(27.36867351557851), np.float64(-82.55405631578095)), (np.float64(27.370037154421492), np.float64(-82.55252079261903))]"
33,1700,2,202303,-82.5438841163,27.3363830227,27.33570120327851,-82.54465164935405,27.337064842121492,-82.54311658324596,"[(np.float64(27.33570120327851), np.float64(-82.54465164935405)), (np.float64(27.337064842121492), np.float64(-82.54311658324596))]"
34,1772,2,202303,-82.5176516816,27.3254795319,27.32479771247851,-82.51841913916917,27.326161351321492,-82.51688422403083,"[(np.float64(27.32479771247851), np.float64(-82.51841913916917)), (np.float64(27.326161351321492), np.float64(-82.51688422403083))]"
35,2199,2,202303,-82.5378433686,27.3611633906,27.36048157117851,-82.53861107336719,27.361845210021492,-82.5370756638328,"[(np.float64(27.36048157117851), np.float64(-82.53861107336719)), (np.float64(27.361845210021492), np.float64(-82.5370756638328))]"
36,140,2,202303,-82.5392638921,27.336400933,27.33571911357851,-82.54003142527806,27.33708275242149,-82.53849635892193,"[(np.float64(27.33571911357851), np.float64(-82.54003142527806)), (np.float64(27.33708275242149), np.float64(-82.53849635892193))]"
37,1606,2,202303,-82.530075786,27.3474392183,27.34675739887851,-82.53084339563964,27.34812103772149,-82.52930817636036,"[(np.float64(27.34675739887851), np.float64(-82.53084339563964)), (np.float64(27.34812103772149), np.float64(-82.52930817636036))]"
38,1802,2,202303,-82.5007556812,27.3351688708,27.33448705137851,-82.50152320584635,27.33585069022149,-82.49998815655366,"[(np.float64(27.33448705137851), np.float64(-82.50152320584635)), (np.float64(27.33585069022149), np.float64(-82.49998815655366))]"
39,127,2,202303,-82.5377968579,27.351535865,27.350854045578508,-82.53856449592801,27.35221768442149,-82.537029219872,"[(np.float64(27.350854045578508), np.float64(-82.53856449592801)), (np.float64(27.35221768442149), np.float64(-82.537029219872))]"
40,1471,2,202303,-82.5285290285,27.3460696905,27.345387871078508,-82.52929662865063,27.34675150992149,-82.52776142834938,"[(np.float64(27.345387871078508), np.float64(-82.52929662865063)), (np.float64(27.34675150992149), np.float64(-82.52776142834938))]"
41,2548,2,202303,-82.5470115361,27.3459985296,27.34531671017851,-82.5477791357576,27.34668034902149,-82.54624393644241,"[(np.float64(27.34531671017851), np.float64(-82.5477791357576)), (np.float64(27.34668034902149), np.float64(-82.54624393644241))]"
42,1876,2,202303,-82.5454713298,27.3460045531,27.345322733678508,-82.54623892949932,27.34668637252149,-82.54470373010066,"[(np.float64(27.345322733678508), np.float64(-82.54623892949932)), (np.float64(27.34668637252149), np.float64(-82.54470373010066))]"
43,2153,2,202303,-82.4884411537,27.3365878624,27.335906042978507,-82.48920868817255,27.33726968182149,-82.48767361922744,"[(np.float64(27.335906042978507), np.float64(-82.48920868817255)), (np.float64(27.33726968182149), np.float64(-82.48767361922744))]"
44,45,2,202303,-82.5500511982,27.3377342665,27.33705244707851,-82.55081874061166,27.33841608592149,-82.54928365578833,"[(np.float64(27.33705244707851), np.float64(-82.55081874061166)), (np.float64(27.33841608592149), np.float64(-82.54928365578833))]"
45,2020,2,202303,-82.5269367695,27.3350725795,27.33439076007851,-82.52770429347959,27.33575439892149,-82.5261692455204,"[(np.float64(27.33439076007851), np.float64(-82.52770429347959)), (np.float64(27.33575439892149), np.float64(-82.5261692455204))]"
46,1742,2,202303,-82.5316094511,27.3460580002,27.34537618077851,-82.53237705116962,27.34673981962149,-82.53084185103037,"[(np.float64(27.34537618077851), np.float64(-82.53237705116962)), (np.float64(27.34673981962149), np.float64(-82.53084185103037))]"
47,2586,2,202303,-82.5146353315,27.3392446133,27.33856279387851,-82.5154028843719,27.33992643272149,-82.51386777862811,"[(np.float64(27.33856279387851), np.float64(-82.5154028843719)), (np.float64(27.33992643272149), np.float64(-82.51386777862811))]"
48,253,2,202303,-82.5268262681,27.3116912937,27.31100947427851,-82.52759363027421,27.31237311312149,-82.52605890592578,"[(np.float64(27.31100947427851), np.float64(-82.52759363027421)), (np.float64(27.31237311312149), np.float64(-82.52605890592578))]"
49,1913,2,202303,-82.5299645676,27.3240579858,27.32337616637851,-82.53073201533094,27.32473980522149,-82.52919711986907,"[(np.float64(27.32337616637851), np.float64(-82.53073201533094)), (np.float64(27.32473980522149), np.float64(-82.52919711986907))]"
50,1393,2,202303,-82.5362896971,27.3584185951,27.35773677567851,-82.53705738283655,27.359100414521492,-82.53552201136345,"[(np.float64(27.35773677567851), np.float64(-82.53705738283655)), (np.float64(27.359100414521492), np.float64(-82.53552201136345))]"
51,37,2,202303,-82.5177447387,27.3514241268,27.35074230737851,-82.51851237595362,27.352105946221492,-82.51697710144639,"[(np.float64(27.35074230737851), np.float64(-82.51851237595362)), (np.float64(27.352105946221492), np.float64(-82.51697710144639))]"
52,1587,2,202303,-82.5455252325,27.3570074332,27.35632561377851,-82.54629290845351,27.35768925262149,-82.54475755654649,"[(np.float64(27.35632561377851), np.float64(-82.54629290845351)), (np.float64(27.35768925262149), np.float64(-82.54475755654649))]"
53,672,1,202303,-82.5160544597,27.3131068714,27.312425051978508,-82.51682183166486,27.31378869082149,-82.51528708773515,"[(np.float64(27.312425051978508), np.float64(-82.51682183166486)), (np.float64(27.31378869082149), np.float64(-82.51528708773515))]"
54,1743,1,202303,-82.540904154,27.3570254101,27.35634359067851,-82.54167183007813,27.35770722952149,-82.54013647792188,"[(np.float64(27.35634359067851), np.float64(-82.54167183007813)), (np.float64(27.35770722952149), np.float64(-82.54013647792188))]"
55,1453,1,202303,-82.5054510132,27.3514738009,27.35079198147851,-82.50621865079788,27.35215562032149,-82.50468337560213,"[(np.float64(27.35079198147851), np.float64(-82.50621865079788)), (np.float64(27.35215562032149), np.float64(-82.50468337560213))]"
56,2639,1,202303,-82.539390452,27.3625328076,27.36185098817851,-82.54015816626287,27.36321462702149,-82.53862273773714,"[(np.float64(27.36185098817851), np.float64(-82.54015816626287)), (np.float64(27.36321462702149), np.float64(-82.53862273773714))]"
57,2505,1,202303,-82.5392772062,27.3391516612,27.338469841778508,-82.54004475842811,27.33983348062149,-82.53850965397189,"[(np.float64(27.338469841778508), np.float64(-82.54004475842811)), (np.float64(27.33983348062149), np.float64(-82.53850965397189))]"
58,2458,1,202303,-82.5207186919,27.3227173474,27.32203552797851,-82.52148613035332,27.323399166821492,-82.51995125344668,"[(np.float64(27.32203552797851), np.float64(-82.52148613035332)), (np.float64(27.323399166821492), np.float64(-82.51995125344668))]"
59,2249,1,202303,-82.5377835734,27.3487851409,27.348103321478508,-82.53855119236577,27.34946696032149,-82.53701595443424,"[(np.float64(27.348103321478508), np.float64(-82.53855119236577)), (np.float64(27.34946696032149), np.float64(-82.53701595443424))]"
60,2074,1,202303,-82.5222134938,27.3130839984,27.31240217897851,-82.52298086560666,27.31376581782149,-82.52144612199334,"[(np.float64(27.31240217897851), np.float64(-82.52298086560666)), (np.float64(27.31376581782149), np.float64(-82.52144612199334))]"
61,1691,1,202303,-82.536110965,27.3212837556,27.32060193617851,-82.53687839353317,27.32196557502149,-82.53534353646684,"[(np.float64(27.32060193617851), np.float64(-82.53687839353317)), (np.float64(27.32196557502149), np.float64(-82.53534353646684))]"
62,2282,1,202303,-82.5575659275,27.300568919,27.29988709957851,-82.5583332127729,27.30125073842149,-82.5567986422271,"[(np.float64(27.29988709957851), np.float64(-82.5583332127729)), (np.float64(27.30125073842149), np.float64(-82.5567986422271))]"
63,1850,1,202303,-82.5300496049,27.3419377589,27.341255939478508,-82.53081717642588,27.34261957832149,-82.52928203337412,"[(np.float64(27.341255939478508), np.float64(-82.53081717642588)), (np.float64(27.34261957832149), np.float64(-82.52928203337412))]"
64,551,1,202303,-82.5409108369,27.35840077,27.35771895057851,-82.54167852251297,27.35908258942149,-82.54014315128703,"[(np.float64(27.35771895057851), np.float64(-82.54167852251297)), (np.float64(27.35908258942149), np.float64(-82.54014315128703))]"
65,2516,1,202303,-82.5576209185,27.3115718482,27.31089002877851,-82.55838827984813,27.31225366762149,-82.55685355715188,"[(np.float64(27.31089002877851), np.float64(-82.55838827984813)), (np.float64(27.31225366762149), np.float64(-82.55685355715188))]"
66,337,1,202303,-82.5345315398,27.3130374384,27.312355618978508,-82.53529891128461,27.31371925782149,-82.53376416831539,"[(np.float64(27.312355618978508), np.float64(-82.53529891128461)), (np.float64(27.31371925782149), np.float64(-82.53376416831539))]"
67,404,1,202303,-82.5362830712,27.3570432342,27.356361414778508,-82.5370507474017,27.35772505362149,-82.53551539499831,"[(np.float64(27.356361414778508), np.float64(-82.5370507474017)), (np.float64(27.35772505362149), np.float64(-82.53551539499831))]"
68,1198,1,202303,-82.5299318818,27.3171811377,27.31649931827851,-82.53069928194795,27.31786295712149,-82.52916448165205,"[(np.float64(27.31649931827851), np.float64(-82.53069928194795)), (np.float64(27.31786295712149), np.float64(-82.52916448165205))]"
69,1314,1,202303,-82.5315831958,27.3405565411,27.33987472167851,-82.53235075775859,27.34123836052149,-82.5308156338414,"[(np.float64(27.33987472167851), np.float64(-82.53235075775859)), (np.float64(27.34123836052149), np.float64(-82.5308156338414))]"
70,2571,1,202303,-82.5284768295,27.3350667625,27.334384943078508,-82.5292443534393,27.33574858192149,-82.52770930556069,"[(np.float64(27.334384943078508), np.float64(-82.5292443534393)), (np.float64(27.33574858192149), np.float64(-82.52770930556069))]"
71,893,1,202303,-82.5300626945,27.3446884892,27.34400666977851,-82.53083028508141,27.34537030862149,-82.5292951039186,"[(np.float64(27.34400666977851), np.float64(-82.53083028508141)), (np.float64(27.34537030862149), np.float64(-82.5292951039186))]"
72,1904,1,202303,-82.5393771218,27.3597820886,27.35910026917851,-82.5401448169898,27.36046390802149,-82.53860942661021,"[(np.float64(27.35910026917851), np.float64(-82.5401448169898)), (np.float64(27.36046390802149), np.float64(-82.53860942661021))]"
73,1744,1,202303,-82.5299384181,27.3185565079,27.317874688478508,-82.5307058277632,27.31923832732149,-82.5291710084368,"[(np.float64(27.317874688478508), np.float64(-82.5307058277632)), (np.float64(27.31923832732149), np.float64(-82.5291710084368))]"
74,617,1,202303,-82.5331035867,27.3364245757,27.33574275627851,-82.53387112004178,27.33710639512149,-82.53233605335821,"[(np.float64(27.33574275627851), np.float64(-82.53387112004178)), (np.float64(27.33710639512149), np.float64(-82.53233605335821))]"
75,1642,1,202303,-82.511586671,27.3461327732,27.34545095377851,-82.5123542715877,27.34681459262149,-82.51081907041231,"[(np.float64(27.34545095377851), np.float64(-82.5123542715877)), (np.float64(27.34681459262149), np.float64(-82.51081907041231))]"
76,2673,1,202303,-82.5440453795,27.3693916649,27.36870984547851,-82.54481314133298,27.37007348432149,-82.54327761766703,"[(np.float64(27.36870984547851), np.float64(-82.54481314133298)), (np.float64(27.37007348432149), np.float64(-82.54327761766703))]"
77,884,1,202303,-82.4961906082,27.3475637095,27.34688189007851,-82.49695821870223,27.348245528921492,-82.49542299769776,"[(np.float64(27.34688189007851), np.float64(-82.49695821870223)), (np.float64(27.348245528921492), np.float64(-82.49542299769776))]"
78,1780,1,202303,-82.5714432209,27.3046390725,27.303957253078508,-82.57221053430925,27.30532089192149,-82.57067590749074,"[(np.float64(27.303957253078508), np.float64(-82.57221053430925)), (np.float64(27.30532089192149), np.float64(-82.57067590749074))]"
79,1066,1,202303,-82.5377304543,27.3377822337,27.33710041427851,-82.53849799704386,27.33846405312149,-82.53696291155615,"[(np.float64(27.33710041427851), np.float64(-82.53849799704386)), (np.float64(27.33846405312149), np.float64(-82.53696291155615))]"
80,2393,1,202303,-82.5607487816,27.3211870743,27.32050525487851,-82.56151620946417,27.32186889372149,-82.55998135373582,"[(np.float64(27.32050525487851), np.float64(-82.56151620946417)), (np.float64(27.32186889372149), np.float64(-82.55998135373582))]"
81,2576,1,202303,-82.4900296437,27.3475854611,27.34690364167851,-82.49079725435296,27.34826728052149,-82.48926203304704,"[(np.float64(27.34690364167851), np.float64(-82.49079725435296)), (np.float64(27.34826728052149), np.float64(-82.48926203304704))]"
82,1114,1,202303,-82.5438774029,27.3350076592,27.334325839778508,-82.54464492643004,27.33568947862149,-82.54310987936995,"[(np.float64(27.334325839778508), np.float64(-82.54464492643004)), (np.float64(27.33568947862149), np.float64(-82.54310987936995))]"
83,375,1,202303,-82.5301347208,27.359817486,27.35913566657851,-82.53090241623522,27.36049930542149,-82.52936702536479,"[(np.float64(27.35913566657851), np.float64(-82.53090241623522)), (np.float64(27.36049930542149), np.float64(-82.52936702536479))]"
84,719,1,202303,-82.5054704371,27.3283738852,27.32769206577851,-82.50623791470262,27.329055704621492,-82.50470295949738,"[(np.float64(27.32769206577851), np.float64(-82.50623791470262)), (np.float64(27.329055704621492), np.float64(-82.50470295949738))]"
85,983,1,202303,-82.542444514,27.3570194348,27.35633761537851,-82.5432121900367,27.357701254221492,-82.5416768379633,"[(np.float64(27.35633761537851), np.float64(-82.5432121900367)), (np.float64(27.357701254221492), np.float64(-82.5416768379633))]"
86,2743,1,202303,-82.5329260834,27.2992895999,27.29860778047851,-82.5336933598304,27.29997141932149,-82.5321588069696,"[(np.float64(27.29860778047851), np.float64(-82.5336933598304)), (np.float64(27.29997141932149), np.float64(-82.5321588069696))]"
87,1681,1,202303,-82.5300234312,27.3364362952,27.335754475778508,-82.53079096462294,27.33711811462149,-82.52925589777705,"[(np.float64(27.335754475778508), np.float64(-82.53079096462294)), (np.float64(27.33711811462149), np.float64(-82.52925589777705))]"
88,641,1,202303,-82.543978153,27.3556380831,27.35495626367851,-82.54474581946101,27.35631990252149,-82.54321048653898,"[(np.float64(27.35495626367851), np.float64(-82.54474581946101)), (np.float64(27.35631990252149), np.float64(-82.54321048653898))]"
89,704,1,202303,-82.5501395101,27.3556139453,27.35493212587851,-82.5509071763937,27.35629576472149,-82.5493718438063,"[(np.float64(27.35493212587851), np.float64(-82.5509071763937)), (np.float64(27.35629576472149), np.float64(-82.5493718438063))]"
90,2324,1,202303,-82.5284637843,27.3323160277,27.33163420827851,-82.52923128919325,27.33299784712149,-82.52769627940675,"[(np.float64(27.33163420827851), np.float64(-82.52923128919325)), (np.float64(27.33299784712149), np.float64(-82.52769627940675))]"
91,1178,1,202303,-82.523908391,27.3460870987,27.34540527927851,-82.52467599127124,27.34676891812149,-82.52314079072877,"[(np.float64(27.34540527927851), np.float64(-82.52467599127124)), (np.float64(27.34676891812149), np.float64(-82.52314079072877))]"
92,35,1,202303,-82.5130002466,27.3186197032,27.31793788377851,-82.51376765670041,27.31930152262149,-82.51223283649959,"[(np.float64(27.31793788377851), np.float64(-82.51376765670041)), (np.float64(27.31930152262149), np.float64(-82.51223283649959))]"
93,2410,1,202303,-82.5115614045,27.3406312965,27.33994947707851,-82.51232896697638,27.34131311592149,-82.51079384202362,"[(np.float64(27.33994947707851), np.float64(-82.51232896697638)), (np.float64(27.34131311592149), np.float64(-82.51079384202362))]"
94,322,1,202303,-82.5390976265,27.3020167376,27.301334918178508,-82.53986492178076,27.30269855702149,-82.53833033121923,"[(np.float64(27.301334918178508), np.float64(-82.53986492178076)), (np.float64(27.30269855702149), np.float64(-82.53833033121923))]"
95,1294,1,202303,-82.5456196362,27.3762624314,27.37558061197851,-82.54638744570263,27.37694425082149,-82.54485182669737,"[(np.float64(27.37558061197851), np.float64(-82.54638744570263)), (np.float64(27.37694425082149), np.float64(-82.54485182669737))]"
96,1179,1,202303,-82.5625595295,27.3748198011,27.37413798167851,-82.5633273289922,27.37550162052149,-82.56179173000781,"[(np.float64(27.37413798167851), np.float64(-82.5633273289922)), (np.float64(27.37550162052149), np.float64(-82.56179173000781))]"
97,581,1,202303,-82.5299449547,27.3199318778,27.319250058378508,-82.53071237387911,27.32061369722149,-82.52917753552089,"[(np.float64(27.319250058378508), np.float64(-82.53071237387911)), (np.float64(27.32061369722149), np.float64(-82.52917753552089))]"
98,1001,1,202303,-82.5144522133,27.3121297972,27.31144797777851,-82.515219578507,27.31281161662149,-82.513684848093,"[(np.float64(27.31144797777851), np.float64(-82.515219578507)), (np.float64(27.31281161662149), np.float64(-82.513684848093))]"
99,2142,1,202303,-82.540797292,27.3350196156,27.33433779617851,-82.54156481561283,27.33570143502149,-82.54002976838716,"[(np.float64(27.33433779617851), np.float64(-82.54156481561283)), (np.float64(27.33570143502149), np.float64(-82.54002976838716))]"
100,1078,1,202303,-82.5393837866,27.3611574482,27.36047562877851,-82.54015149132599,27.36183926762149,-82.53861608187401,"[(np.float64(27.36047562877851), np.float64(-82.54015149132599)), (np.float64(27.36183926762149), np.float64(-82.53861608187401))]"
